frame_idx,video_epoch,cloud_ordinal,cloud_delta_s,n_points_exported
330,1785426658.603766,74,0.09677743911743164,2060
333,1785426658.7037659,74,-0.0032224655151367188,2060
336,1785426658.803766,75,0.10000443458557129,2066
339,1785426658.903766,75,4.5299530029296875e-06,2066
342,1785426659.003766,75,-0.09999561309814453,2066
345,1785426659.103766,76,0.0012083053588867188,2071
348,1785426659.2037659,77,0.09487557411193848,2001
351,1785426659.303766,77,-0.005124568939208984,2001
354,1785426659.403766,78,0.09740447998046875,2066
357,1785426659.503766,78,-0.002595663070678711,2066
360,1785426659.603766,79,0.10082316398620605,2066
363,1785426659.7037659,79,0.0008232593536376953,2066
366,1785426659.803766,79,-0.09917688369750977,2066
369,1785426659.903766,80,0.0012655258178710938,2963
372,1785426660.003766,81,0.0958566665649414,2016
375,1785426660.103766,81,-0.004143238067626953,2016
378,1785426660.2037659,82,0.09777355194091797,2042
381,1785426660.303766,82,-0.002226591110229492,2042
384,1785426660.403766,83,0.10039806365966797,2048
387,1785426660.503766,83,0.0003979206085205078,2048
390,1785426660.603766,83,-0.09960198402404785,2048
393,1785426660.7037659,84,0.0014269351959228516,2996
396,1785426660.803766,85,0.09687924385070801,2996
399,1785426660.903766,85,-0.0031206607818603516,2996
402,1785426661.003766,86,0.10138511657714844,2996
405,1785426661.103766,86,0.0013852119445800781,2996
408,1785426661.2037659,86,-0.09861469268798828,2996
411,1785426661.303766,87,0.0002052783966064453,2647
414,1785426661.403766,87,-0.09979462623596191,2647
417,1785426661.503766,88,0.0017199516296386719,2357
420,1785426661.603766,88,-0.09827995300292969,2357
423,1785426661.7037659,89,0.0007815361022949219,2235
426,1785426661.803766,89,-0.09921860694885254,2235
429,1785426661.903766,90,0.0016503334045410156,2173
432,1785426662.003766,90,-0.09834980964660645,2173
435,1785426662.103766,91,0.0011301040649414062,2173
438,1785426662.2037659,91,-0.09886980056762695,2173
441,1785426662.303766,92,0.0012736320495605469,2173
444,1785426662.403766,93,0.09692859649658203,2108
447,1785426662.503766,93,-0.0030715465545654297,2108
450,1785426662.603766,94,0.09889340400695801,2193
453,1785426662.7037659,94,-0.0011065006256103516,2193
456,1785426662.803766,95,0.10099077224731445,2217
459,1785426662.903766,95,0.0009908676147460938,2217
462,1785426663.003766,96,0.09540963172912598,2128
465,1785426663.103766,96,-0.004590272903442383,2128
468,1785426663.2037659,97,0.09665870666503906,2128
471,1785426663.303766,97,-0.0033414363861083984,2128
474,1785426663.403766,98,0.10009002685546875,2128
477,1785426663.503766,98,8.988380432128906e-05,2128
480,1785426663.603766,98,-0.09991002082824707,2128
483,1785426663.7037659,99,0.001466512680053711,2331
486,1785426663.803766,100,0.09541654586791992,2322
489,1785426663.903766,100,-0.0045833587646484375,2322
492,1785426664.003766,101,0.09733438491821289,2329
495,1785426664.103766,101,-0.0026655197143554688,2329
498,1785426664.2037659,102,0.10059642791748047,2244
501,1785426664.303766,102,0.0005962848663330078,2244
504,1785426664.403766,102,-0.09940361976623535,2244
507,1785426664.503766,103,0.0014698505401611328,2223
510,1785426664.603766,103,-0.09853005409240723,2223
513,1785426664.7037659,104,-0.0008633136749267578,2315
516,1785426664.803766,104,-0.10086345672607422,2315
519,1785426664.903766,105,0.001554250717163086,2315
522,1785426665.003766,105,-0.09844589233398438,2315
525,1785426665.103766,106,-0.0006706714630126953,2222
528,1785426665.2037659,106,-0.10067057609558105,2222
531,1785426665.303766,107,0.0012433528900146484,2267
534,1785426665.403766,107,-0.09875655174255371,2267
537,1785426665.503766,108,0.0009589195251464844,2085
540,1785426665.603766,109,0.09754657745361328,2039
543,1785426665.7037659,109,-0.002453327178955078,2039
546,1785426665.803766,110,0.10015988349914551,2137
549,1785426665.903766,110,0.00015997886657714844,2137
552,1785426666.003766,110,-0.09984016418457031,2137
555,1785426666.103766,111,0.0013911724090576172,2899
558,1785426666.2037659,112,0.09546589851379395,2999
561,1785426666.303766,112,-0.004534244537353516,2999
564,1785426666.403766,113,0.09755182266235352,2050
567,1785426666.503766,113,-0.0024483203887939453,2050
570,1785426666.603766,114,0.10089278221130371,2050
573,1785426666.7037659,114,0.0008928775787353516,2050
576,1785426666.803766,114,-0.09910726547241211,2050
579,1785426666.903766,115,0.0015807151794433594,2028
582,1785426667.003766,116,0.09650659561157227,2011
585,1785426667.103766,116,-0.0034933090209960938,2011
588,1785426667.2037659,117,0.09856438636779785,2061
591,1785426667.303766,117,-0.0014357566833496094,2061
594,1785426667.403766,118,0.10126852989196777,2059
597,1785426667.503766,118,0.0012683868408203125,2059
600,1785426667.603766,119,0.09445714950561523,2989
603,1785426667.7037659,119,-0.005542755126953125,2989
606,1785426667.803766,120,0.09684967994689941,2051
609,1785426667.903766,120,-0.0031502246856689453,2051
612,1785426668.003766,121,0.10226941108703613,2051
615,1785426668.103766,121,0.0022695064544677734,2051
618,1785426668.2037659,121,-0.09773039817810059,2051
621,1785426668.303766,122,0.0007452964782714844,2099
624,1785426668.403766,122,-0.09925460815429688,2099
627,1785426668.503766,123,0.001615285873413086,2075
630,1785426668.603766,123,-0.09838461875915527,2075
633,1785426668.7037659,124,0.0013840198516845703,2087
636,1785426668.803766,125,0.0982065200805664,2059
639,1785426668.903766,125,-0.0017933845520019531,2059
642,1785426669.003766,126,0.10114264488220215,2078
645,1785426669.103766,126,0.001142740249633789,2078
648,1785426669.2037659,127,0.09483504295349121,2996
651,1785426669.303766,127,-0.00516510009765625,2996
654,1785426669.403766,128,0.09734940528869629,2996
657,1785426669.503766,128,-0.002650737762451172,2996
660,1785426669.603766,129,0.10001707077026367,2996
663,1785426669.7037659,129,1.71661376953125e-05,2996
666,1785426669.803766,129,-0.09998297691345215,2996
669,1785426669.903766,130,0.0013208389282226562,2075
672,1785426670.003766,131,0.09531712532043457,2003
675,1785426670.103766,131,-0.004682779312133789,2003
678,1785426670.2037659,132,0.0973970890045166,2075
681,1785426670.303766,132,-0.0026030540466308594,2075
684,1785426670.403766,133,0.09996271133422852,2075
687,1785426670.503766,133,-3.743171691894531e-05,2075
690,1785426670.603766,133,-0.1000373363494873,2075
693,1785426670.7037659,134,0.0014462471008300781,2026
696,1785426670.803766,135,0.09608697891235352,2026
699,1785426670.903766,135,-0.003912925720214844,2026
702,1785426671.003766,136,0.09761548042297363,2066
705,1785426671.103766,136,-0.0023844242095947266,2066
708,1785426671.2037659,137,0.0995016098022461,2061
711,1785426671.303766,137,-0.0004985332489013672,2061
714,1785426671.403766,137,-0.10049843788146973,2061
717,1785426671.503766,138,0.0014157295227050781,2897
720,1785426671.603766,138,-0.09858417510986328,2897
723,1785426671.7037659,139,0.0005006790161132812,2749
726,1785426671.803766,139,-0.09949946403503418,2749
729,1785426671.903766,140,0.0014057159423828125,2582
732,1785426672.003766,140,-0.09859442710876465,2582
735,1785426672.103766,141,0.0011758804321289062,2591
738,1785426672.2037659,141,-0.09882402420043945,2591
741,1785426672.303766,142,0.0015108585357666016,2588
744,1785426672.403766,142,-0.09848904609680176,2588
747,1785426672.503766,143,0.00010514259338378906,2618
750,1785426672.603766,144,0.09756278991699219,2616
753,1785426672.7037659,144,-0.002437114715576172,2616
756,1785426672.803766,145,0.09996223449707031,2619
759,1785426672.903766,145,-3.7670135498046875e-05,2619
762,1785426673.003766,145,-0.10003781318664551,2619
765,1785426673.103766,146,0.0013966560363769531,2604
768,1785426673.2037659,147,0.09602212905883789,2622
771,1785426673.303766,147,-0.00397801399230957,2622
774,1785426673.403766,148,0.09872937202453613,2653
777,1785426673.503766,148,-0.0012707710266113281,2653
780,1785426673.603766,148,-0.10127067565917969,2653
783,1785426673.7037659,149,0.001294851303100586,2620
786,1785426673.803766,149,-0.09870529174804688,2620
789,1785426673.903766,150,0.0015189647674560547,2578
792,1785426674.003766,151,0.09636116027832031,2658
795,1785426674.103766,151,-0.003638744354248047,2658
798,1785426674.2037659,152,0.09936690330505371,2687
801,1785426674.303766,152,-0.00063323974609375,2687
804,1785426674.403766,152,-0.10063314437866211,2687
807,1785426674.503766,153,0.0013580322265625,2625
810,1785426674.603766,154,0.0954587459564209,2693
813,1785426674.7037659,154,-0.004541158676147461,2693
816,1785426674.803766,155,0.10025358200073242,2765
819,1785426674.903766,155,0.0002536773681640625,2765
822,1785426675.003766,156,0.09972119331359863,2750
825,1785426675.103766,156,-0.00027871131896972656,2750
828,1785426675.2037659,156,-0.10027861595153809,2750
831,1785426675.303766,157,0.0014379024505615234,2785
834,1785426675.403766,157,-0.09856200218200684,2785
837,1785426675.503766,158,-0.0005755424499511719,2743
840,1785426675.603766,158,-0.10057544708251953,2743
843,1785426675.7037659,159,0.0016257762908935547,2797
846,1785426675.803766,159,-0.0983743667602539,2797
849,1785426675.903766,160,-0.000545501708984375,2772
852,1785426676.003766,160,-0.10054564476013184,2772
855,1785426676.103766,161,0.0010449886322021484,2835
858,1785426676.2037659,162,0.09531736373901367,2748
861,1785426676.303766,162,-0.004682779312133789,2748
864,1785426676.403766,163,0.09804201126098633,2851
867,1785426676.503766,163,-0.001958131790161133,2851
870,1785426676.603766,164,0.09914064407348633,2892
873,1785426676.7037659,164,-0.0008592605590820312,2892
876,1785426676.803766,164,-0.10085940361022949,2892
879,1785426676.903766,165,0.0013413429260253906,2861
882,1785426677.003766,166,0.09605669975280762,2949
885,1785426677.103766,166,-0.003943204879760742,2949
888,1785426677.2037659,167,0.09760618209838867,2043
891,1785426677.303766,167,-0.002393960952758789,2043
894,1785426677.403766,168,0.09973311424255371,2064
897,1785426677.503766,168,-0.00026702880859375,2064
900,1785426677.603766,168,-0.10026693344116211,2064
903,1785426677.7037659,169,0.00130462646484375,2073
906,1785426677.803766,170,0.09604740142822266,2082
909,1785426677.903766,170,-0.003952503204345703,2082
912,1785426678.003766,171,0.09840989112854004,2136
915,1785426678.103766,171,-0.0015900135040283203,2136
918,1785426678.2037659,172,0.0996406078338623,2118
921,1785426678.303766,172,-0.00035953521728515625,2118
924,1785426678.403766,172,-0.10035943984985352,2118
927,1785426678.503766,173,0.001573324203491211,2106
930,1785426678.603766,173,-0.09842658042907715,2106
933,1785426678.7037659,174,0.0014758110046386719,2279
936,1785426678.803766,175,0.09778451919555664,2283
939,1785426678.903766,175,-0.0022153854370117188,2283
942,1785426679.003766,176,0.10042572021484375,2436
945,1785426679.103766,176,0.0004258155822753906,2436
948,1785426679.2037659,176,-0.09957408905029297,2436
951,1785426679.303766,177,0.0013303756713867188,2473
954,1785426679.403766,177,-0.09866952896118164,2473
957,1785426679.503766,178,0.0014801025390625,2543
960,1785426679.603766,179,0.09768104553222656,2729
963,1785426679.7037659,179,-0.002318859100341797,2729
966,1785426679.803766,180,0.0998685359954834,2898
969,1785426679.903766,180,-0.00013136863708496094,2898
972,1785426680.003766,180,-0.10013151168823242,2898
975,1785426680.103766,181,0.001466989517211914,2988
978,1785426680.2037659,182,0.09634613990783691,2413
981,1785426680.303766,182,-0.003654003143310547,2413
984,1785426680.403766,183,0.09877490997314453,2431
987,1785426680.503766,183,-0.0012252330780029297,2431
990,1785426680.603766,183,-0.10122513771057129,2431
993,1785426680.7037659,184,0.0013968944549560547,2382
996,1785426680.803766,185,0.09436821937561035,2918
999,1785426680.903766,185,-0.005631685256958008,2918
1002,1785426681.003766,186,0.0968475341796875,2528
1005,1785426681.103766,186,-0.0031523704528808594,2528
1008,1785426681.2037659,187,0.09875154495239258,2121
1011,1785426681.303766,187,-0.0012485980987548828,2121
1014,1785426681.403766,188,0.10115790367126465,2961
1017,1785426681.503766,188,0.0011577606201171875,2961
1020,1785426681.603766,188,-0.09884214401245117,2961
1023,1785426681.7037659,189,0.0016279220581054688,2822
1026,1785426681.803766,189,-0.09837222099304199,2822
1029,1785426681.903766,190,0.0015246868133544922,2933
1032,1785426682.003766,190,-0.09847545623779297,2933
1035,1785426682.103766,191,-0.0010709762573242188,2899
1038,1785426682.2037659,191,-0.10107088088989258,2899
1041,1785426682.303766,192,0.0015606880187988281,2921
1044,1785426682.403766,192,-0.09843921661376953,2921
1047,1785426682.503766,193,0.0007631778717041016,2830
1050,1785426682.603766,194,0.09656333923339844,2805
1053,1785426682.7037659,194,-0.003436565399169922,2805
1056,1785426682.803766,195,0.09862971305847168,2896
1059,1785426682.903766,195,-0.0013701915740966797,2896
1062,1785426683.003766,196,0.10135340690612793,2777
1065,1785426683.103766,196,0.0013535022735595703,2777
1068,1785426683.2037659,197,0.09571266174316406,2784
1071,1785426683.303766,197,-0.0042874813079833984,2784
1074,1785426683.403766,198,0.09730219841003418,2865
1077,1785426683.503766,198,-0.0026979446411132812,2865
1080,1785426683.603766,199,0.0997467041015625,2918
1083,1785426683.7037659,199,-0.0002532005310058594,2918
1086,1785426683.803766,199,-0.10025334358215332,2918
1089,1785426683.903766,200,0.0015475749969482422,2943
1092,1785426684.003766,201,0.0957183837890625,2930
1095,1785426684.103766,201,-0.004281520843505859,2930
1098,1785426684.2037659,202,0.09851670265197754,2024
1101,1785426684.303766,202,-0.0014834403991699219,2024
1104,1785426684.403766,203,0.10144495964050293,2077
1107,1785426684.503766,203,0.0014448165893554688,2077
1110,1785426684.603766,203,-0.09855508804321289,2077
1113,1785426684.7037659,204,0.0013887882232666016,2010
1116,1785426684.803766,205,0.09637069702148438,2101
1119,1785426684.903766,205,-0.0036292076110839844,2101
1122,1785426685.003766,206,0.09862494468688965,2151
1125,1785426685.103766,206,-0.001374959945678711,2151
1128,1785426685.2037659,207,0.10041451454162598,2195
1131,1785426685.303766,207,0.0004143714904785156,2195
1134,1785426685.403766,208,0.09850931167602539,2215
1137,1785426685.503766,208,-0.0014908313751220703,2215
1140,1785426685.603766,209,0.101348876953125,2360
1143,1785426685.7037659,209,0.0013489723205566406,2360
1146,1785426685.803766,210,0.09779572486877441,2360
1149,1785426685.903766,210,-0.0022041797637939453,2360
1152,1785426686.003766,211,0.10179543495178223,2408
1155,1785426686.103766,211,0.0017955303192138672,2408
1158,1785426686.2037659,211,-0.09820437431335449,2408
1161,1785426686.303766,212,0.0005164146423339844,2467
1164,1785426686.403766,212,-0.09948348999023438,2467
1167,1785426686.503766,213,0.0005712509155273438,2407
1170,1785426686.603766,214,0.09862947463989258,2448
1173,1785426686.7037659,214,-0.0013704299926757812,2448
1176,1785426686.803766,215,0.10135102272033691,2482
1179,1785426686.903766,215,0.0013511180877685547,2482
1182,1785426687.003766,215,-0.0986490249633789,2482
1185,1785426687.103766,216,0.001485586166381836,2433
1188,1785426687.2037659,217,0.09685254096984863,2529
1191,1785426687.303766,217,-0.003147602081298828,2529
1194,1785426687.403766,218,0.09878420829772949,2578
1197,1785426687.503766,218,-0.0012159347534179688,2578
1200,1785426687.603766,218,-0.10121583938598633,2578
1203,1785426687.7037659,219,0.0014293193817138672,2577
1206,1785426687.803766,220,0.09593558311462402,2606
1209,1785426687.903766,220,-0.004064321517944336,2606
1212,1785426688.003766,221,0.09789776802062988,2720
1215,1785426688.103766,221,-0.0021021366119384766,2720
1218,1785426688.2037659,222,0.0993959903717041,2784
1221,1785426688.303766,222,-0.0006041526794433594,2784
1224,1785426688.403766,222,-0.10060405731201172,2784
1227,1785426688.503766,223,0.0013735294342041016,2807
1230,1785426688.603766,224,0.09636211395263672,2784
1233,1785426688.7037659,224,-0.0036377906799316406,2784
1236,1785426688.803766,225,0.10143542289733887,2784
1239,1785426688.903766,225,0.0014355182647705078,2784
1242,1785426689.003766,225,-0.09856462478637695,2784
1245,1785426689.103766,226,0.0009207725524902344,2924
1248,1785426689.2037659,226,-0.09907913208007812,2924
1251,1785426689.303766,227,0.0013506412506103516,2269
1254,1785426689.403766,227,-0.09864926338195801,2269
1257,1785426689.503766,228,0.0010106563568115234,2268
1260,1785426689.603766,229,0.09794163703918457,2993
1263,1785426689.7037659,229,-0.002058267593383789,2993
1266,1785426689.803766,230,0.0995173454284668,2327
1269,1785426689.903766,230,-0.0004825592041015625,2327
1272,1785426690.003766,230,-0.10048270225524902,2327
1275,1785426690.103766,231,0.0013821125030517578,2954
1278,1785426690.2037659,232,0.09635043144226074,2985
1281,1785426690.303766,232,-0.0036497116088867188,2985
1284,1785426690.403766,233,0.09802436828613281,2293
1287,1785426690.503766,233,-0.0019757747650146484,2293
1290,1785426690.603766,234,0.1019437313079834,2305
1293,1785426690.7037659,234,0.001943826675415039,2305
1296,1785426690.803766,234,-0.09805631637573242,2305
1299,1785426690.903766,235,0.001102447509765625,2860
1302,1785426691.003766,236,0.09690475463867188,2987
1305,1785426691.103766,236,-0.0030951499938964844,2987
1308,1785426691.2037659,237,0.09866714477539062,2276
1311,1785426691.303766,237,-0.001332998275756836,2276
1314,1785426691.403766,237,-0.1013329029083252,2276
1317,1785426691.503766,238,0.0015723705291748047,2293
1320,1785426691.603766,239,0.0947866439819336,2316
1323,1785426691.7037659,239,-0.005213260650634766,2316
1326,1785426691.803766,240,0.0976712703704834,2440
1329,1785426691.903766,240,-0.002328634262084961,2440
1332,1785426692.003766,241,0.09943866729736328,2484
1335,1785426692.103766,241,-0.0005612373352050781,2484
1338,1785426692.2037659,241,-0.10056114196777344,2484
1341,1785426692.303766,242,0.0014803409576416016,2551
1344,1785426692.403766,242,-0.09851956367492676,2551
1347,1785426692.503766,243,0.00023245811462402344,2619
1350,1785426692.603766,243,-0.09976744651794434,2619
1353,1785426692.7037659,244,0.0013709068298339844,2674
1356,1785426692.803766,244,-0.09862923622131348,2674
1359,1785426692.903766,245,-0.0009005069732666016,2674
1362,1785426693.003766,245,-0.10090065002441406,2674
1365,1785426693.103766,246,0.0014996528625488281,2713
1368,1785426693.2037659,246,-0.09850025177001953,2713
1371,1785426693.303766,247,0.0016193389892578125,2672
1374,1785426693.403766,248,0.09742069244384766,2619
1377,1785426693.503766,248,-0.0025794506072998047,2619
1380,1785426693.603766,249,0.09902572631835938,2726
1383,1785426693.7037659,249,-0.0009741783142089844,2726
1386,1785426693.803766,249,-0.10097432136535645,2726
1389,1785426693.903766,250,0.0014510154724121094,2783
1392,1785426694.003766,250,-0.09854912757873535,2783
1395,1785426694.103766,251,0.0017552375793457031,2844
1398,1785426694.2037659,252,0.0977792739868164,2935
1401,1785426694.303766,252,-0.0022208690643310547,2935
1404,1785426694.403766,253,0.10016870498657227,2419
1407,1785426694.503766,253,0.0001685619354248047,2419
1410,1785426694.603766,253,-0.09983134269714355,2419
1413,1785426694.7037659,254,0.0013527870178222656,2457
1416,1785426694.803766,255,0.09680461883544922,2465
1419,1785426694.903766,255,-0.0031952857971191406,2465
1422,1785426695.003766,256,0.09836387634277344,2547
1425,1785426695.103766,256,-0.0016360282897949219,2547
1428,1785426695.2037659,257,0.10086297988891602,2538
1431,1785426695.303766,257,0.0008628368377685547,2538
1434,1785426695.403766,257,-0.0991370677947998,2538
1437,1785426695.503766,258,0.0017669200897216797,2489
1440,1785426695.603766,259,0.09601807594299316,2469
1443,1785426695.7037659,259,-0.003981828689575195,2469
1446,1785426695.803766,260,0.09929394721984863,2495
1449,1785426695.903766,260,-0.0007059574127197266,2495
1452,1785426696.003766,260,-0.10070610046386719,2495
1455,1785426696.103766,261,0.0013494491577148438,2540
1458,1785426696.2037659,261,-0.09865045547485352,2540
1461,1785426696.303766,262,0.0017642974853515625,2523
1464,1785426696.403766,262,-0.0982356071472168,2523
1467,1785426696.503766,263,0.0015573501586914062,2546
1470,1785426696.603766,264,0.09815645217895508,2528
1473,1785426696.7037659,264,-0.0018434524536132812,2528
1476,1785426696.803766,265,0.1000068187713623,2594
1479,1785426696.903766,265,6.9141387939453125e-06,2594
1482,1785426697.003766,265,-0.09999322891235352,2594
1485,1785426697.103766,266,0.001798391342163086,2494
1488,1785426697.2037659,267,0.09696269035339355,2494
1491,1785426697.303766,267,-0.0030374526977539062,2494
1494,1785426697.403766,268,0.09832167625427246,2503
1497,1785426697.503766,268,-0.001678466796875,2503
1500,1785426697.603766,269,0.1013338565826416,2977
1503,1785426697.7037659,269,0.0013339519500732422,2977
1506,1785426697.803766,269,-0.09866619110107422,2977
1509,1785426697.903766,270,0.0013706684112548828,2690
1512,1785426698.003766,271,0.09735655784606934,2555
1515,1785426698.103766,271,-0.0026433467864990234,2555
1518,1785426698.2037659,272,0.09896731376647949,2482
1521,1785426698.303766,272,-0.0010328292846679688,2482
1524,1785426698.403766,272,-0.10103273391723633,2482
1527,1785426698.503766,273,0.0013849735260009766,2476
1530,1785426698.603766,273,-0.09861493110656738,2476
1533,1785426698.7037659,274,0.001920461654663086,2359
1536,1785426698.803766,275,0.09793782234191895,2381
1539,1785426698.903766,275,-0.002062082290649414,2381
1542,1785426699.003766,276,0.09938454627990723,2310
1545,1785426699.103766,276,-0.0006153583526611328,2310
1548,1785426699.2037659,276,-0.10061526298522949,2310
1551,1785426699.303766,277,0.0018718242645263672,2286
1554,1785426699.403766,277,-0.09812808036804199,2286
1557,1785426699.503766,278,0.0018284320831298828,2979
1560,1785426699.603766,279,0.09809994697570801,2870
1563,1785426699.7037659,279,-0.0018999576568603516,2870
1566,1785426699.803766,280,0.09992313385009766,2905
1569,1785426699.903766,280,-7.677078247070312e-05,2905
1572,1785426700.003766,280,-0.10007691383361816,2905
1575,1785426700.103766,281,0.0014481544494628906,2785
1578,1785426700.2037659,281,-0.09855175018310547,2785
1581,1785426700.303766,282,0.000202178955078125,2701
1584,1785426700.403766,283,0.09778499603271484,2692
1587,1785426700.503766,283,-0.002215147018432617,2692
1590,1785426700.603766,284,0.10032796859741211,2707
1593,1785426700.7037659,284,0.00032806396484375,2707
1596,1785426700.803766,284,-0.09967207908630371,2707
1599,1785426700.903766,285,0.0012993812561035156,2698
1602,1785426701.003766,286,0.09606170654296875,2769
1605,1785426701.103766,286,-0.003938198089599609,2769
1608,1785426701.2037659,287,0.09846830368041992,2717
1611,1785426701.303766,287,-0.001531839370727539,2717
1614,1785426701.403766,288,0.10033822059631348,2674
1617,1785426701.503766,288,0.0003380775451660156,2674
1620,1785426701.603766,288,-0.09966182708740234,2674
1623,1785426701.7037659,289,0.002409219741821289,2588
1626,1785426701.803766,290,0.09704375267028809,2676
1629,1785426701.903766,290,-0.0029561519622802734,2676
1632,1785426702.003766,291,0.09893679618835449,2711
1635,1785426702.103766,291,-0.0010631084442138672,2711
