frame_idx,video_epoch,cloud_ordinal,cloud_delta_s,n_points_exported
2655,1785426736.103766,461,-0.0009930133819580078,2278
2658,1785426736.2037659,461,-0.10099291801452637,2278
2661,1785426736.303766,462,0.0013511180877685547,2270
2664,1785426736.403766,463,0.09517121315002441,2284
2667,1785426736.503766,463,-0.004828929901123047,2284
2670,1785426736.603766,464,0.09743165969848633,2284
2673,1785426736.7037659,464,-0.0025682449340820312,2284
2676,1785426736.803766,465,0.09937191009521484,2357
2679,1785426736.903766,465,-0.0006279945373535156,2357
2682,1785426737.003766,465,-0.10062813758850098,2357
2685,1785426737.103766,466,0.0014545917510986328,2327
2688,1785426737.2037659,467,0.09569978713989258,2317
2691,1785426737.303766,467,-0.004300355911254883,2317
2694,1785426737.403766,468,0.10133004188537598,2365
2697,1785426737.503766,468,0.0013298988342285156,2365
2700,1785426737.603766,468,-0.09867000579833984,2365
2703,1785426737.7037659,469,-0.0006582736968994141,2328
2706,1785426737.803766,469,-0.10065841674804688,2328
2709,1785426737.903766,470,0.001520395278930664,2342
2712,1785426738.003766,470,-0.0984797477722168,2342
2715,1785426738.103766,471,-0.0005016326904296875,2358
2718,1785426738.2037659,471,-0.10050153732299805,2358
2721,1785426738.303766,472,0.001462697982788086,2315
2724,1785426738.403766,472,-0.09853720664978027,2315
2727,1785426738.503766,473,-0.0004374980926513672,2315
2730,1785426738.603766,473,-0.10043740272521973,2315
2733,1785426738.7037659,474,0.0014500617980957031,2339
2736,1785426738.803766,475,0.0958108901977539,2242
2739,1785426738.903766,475,-0.004189014434814453,2242
2742,1785426739.003766,476,0.09819769859313965,2316
2745,1785426739.103766,476,-0.001802206039428711,2316
2748,1785426739.2037659,477,0.10030508041381836,2316
2751,1785426739.303766,477,0.00030493736267089844,2316
2754,1785426739.403766,477,-0.09969496726989746,2316
2757,1785426739.503766,478,0.00148773193359375,2308
2760,1785426739.603766,479,0.0976417064666748,2283
2763,1785426739.7037659,479,-0.0023581981658935547,2283
2766,1785426739.803766,480,0.09833741188049316,2291
2769,1785426739.903766,480,-0.0016624927520751953,2291
2772,1785426740.003766,481,0.10059785842895508,2281
2775,1785426740.103766,481,0.0005979537963867188,2281
2778,1785426740.2037659,481,-0.09940195083618164,2281
2781,1785426740.303766,482,0.0014421939849853516,2218
2784,1785426740.403766,483,0.09656405448913574,2218
2787,1785426740.503766,483,-0.0034360885620117188,2218
2790,1785426740.603766,484,0.09835600852966309,2262
2793,1785426740.7037659,484,-0.0016438961029052734,2262
2796,1785426740.803766,485,0.10145783424377441,2260
2799,1785426740.903766,485,0.0014579296112060547,2260
2802,1785426741.003766,486,0.09482693672180176,2196
2805,1785426741.103766,486,-0.0051729679107666016,2196
2808,1785426741.2037659,487,0.10073971748352051,2319
2811,1785426741.303766,487,0.0007395744323730469,2319
2814,1785426741.403766,488,0.09879136085510254,2233
2817,1785426741.503766,488,-0.0012087821960449219,2233
2820,1785426741.603766,489,0.10102176666259766,2286
2823,1785426741.7037659,489,0.0010218620300292969,2286
2826,1785426741.803766,490,0.09858465194702148,2286
2829,1785426741.903766,490,-0.001415252685546875,2286
2832,1785426742.003766,491,0.10135602951049805,2213
2835,1785426742.103766,491,0.0013561248779296875,2213
2838,1785426742.2037659,491,-0.09864377975463867,2213
2841,1785426742.303766,492,-0.0008554458618164062,2213
2844,1785426742.403766,493,0.10061311721801758,2194
2847,1785426742.503766,493,0.0006129741668701172,2194
2850,1785426742.603766,494,0.09479427337646484,2125
2853,1785426742.7037659,494,-0.005205631256103516,2125
2856,1785426742.803766,495,0.09709954261779785,2202
2859,1785426742.903766,495,-0.002900362014770508,2202
2862,1785426743.003766,496,0.09945368766784668,2212
2865,1785426743.103766,496,-0.0005462169647216797,2212
2868,1785426743.2037659,496,-0.10054612159729004,2212
2871,1785426743.303766,497,0.0014543533325195312,2172
2874,1785426743.403766,498,0.0957636833190918,2172
2877,1785426743.503766,498,-0.004236459732055664,2172
2880,1785426743.603766,499,0.09801816940307617,2258
2883,1785426743.7037659,499,-0.0019817352294921875,2258
2886,1785426743.803766,500,0.09933328628540039,2264
2889,1785426743.903766,500,-0.0006666183471679688,2264
2892,1785426744.003766,500,-0.10066676139831543,2264
2895,1785426744.103766,501,0.0014159679412841797,2246
2898,1785426744.2037659,502,0.09560632705688477,2219
2901,1785426744.303766,502,-0.004393815994262695,2219
2904,1785426744.403766,503,0.09899353981018066,2262
2907,1785426744.503766,503,-0.0010066032409667969,2262
2910,1785426744.603766,504,0.09982681274414062,2257
2913,1785426744.7037659,504,-0.00017309188842773438,2257
2916,1785426744.803766,504,-0.1001732349395752,2257
2919,1785426744.903766,505,0.0015635490417480469,2281
2922,1785426745.003766,505,-0.09843659400939941,2281
2925,1785426745.103766,506,0.0008311271667480469,2316
2928,1785426745.2037659,506,-0.09916877746582031,2316
2931,1785426745.303766,507,0.0015041828155517578,2271
2934,1785426745.403766,507,-0.0984957218170166,2271
2937,1785426745.503766,508,0.00036597251892089844,2301
2940,1785426745.603766,508,-0.09963393211364746,2301
2943,1785426745.7037659,509,0.0016741752624511719,2254
2946,1785426745.803766,510,0.0964510440826416,2254
2949,1785426745.903766,510,-0.003548860549926758,2254
2952,1785426746.003766,511,0.09763073921203613,2256
2955,1785426746.103766,511,-0.0023691654205322266,2256
2958,1785426746.2037659,512,0.10097050666809082,2258
2961,1785426746.303766,512,0.0009703636169433594,2258
2964,1785426746.403766,513,0.09452271461486816,2181
2967,1785426746.503766,513,-0.005477428436279297,2181
2970,1785426746.603766,514,0.09728741645812988,2265
2973,1785426746.7037659,514,-0.0027124881744384766,2265
2976,1785426746.803766,515,0.09877490997314453,2273
2979,1785426746.903766,515,-0.0012249946594238281,2273
2982,1785426747.003766,516,0.10110616683959961,2276
2985,1785426747.103766,516,0.00110626220703125,2276
2988,1785426747.2037659,516,-0.09889364242553711,2276
2991,1785426747.303766,517,0.0015175342559814453,2276
2994,1785426747.403766,518,0.09763956069946289,2275
2997,1785426747.503766,518,-0.0023605823516845703,2275
3000,1785426747.603766,519,0.09952664375305176,2272
3003,1785426747.7037659,519,-0.00047326087951660156,2272
3006,1785426747.803766,519,-0.10047340393066406,2272
3009,1785426747.903766,520,0.0010075569152832031,2313
3012,1785426748.003766,520,-0.09899258613586426,2313
3015,1785426748.103766,521,-0.0007038116455078125,2258
3018,1785426748.2037659,521,-0.10070371627807617,2258
3021,1785426748.303766,522,0.0017352104187011719,2239
3024,1785426748.403766,522,-0.09826469421386719,2239
3027,1785426748.503766,523,-0.00029587745666503906,2127
3030,1785426748.603766,523,-0.1002957820892334,2127
3033,1785426748.7037659,524,0.0010173320770263672,2201
3036,1785426748.803766,524,-0.0989828109741211,2201
3039,1785426748.903766,525,-0.0004107952117919922,2201
3042,1785426749.003766,525,-0.10041093826293945,2201
3045,1785426749.103766,526,0.0015530586242675781,2088
3048,1785426749.2037659,526,-0.09844684600830078,2088
3051,1785426749.303766,527,-0.0010802745819091797,2093
3054,1785426749.403766,528,0.10074591636657715,2102
3057,1785426749.503766,528,0.0007457733154296875,2102
3060,1785426749.603766,529,0.0958259105682373,2070
3063,1785426749.7037659,529,-0.004173994064331055,2070
3066,1785426749.803766,530,0.09879779815673828,2170
3069,1785426749.903766,530,-0.0012021064758300781,2170
3072,1785426750.003766,531,0.09963417053222656,2170
3075,1785426750.103766,531,-0.0003657341003417969,2170
3078,1785426750.2037659,531,-0.10036563873291016,2170
3081,1785426750.303766,532,0.0014224052429199219,2206
3084,1785426750.403766,533,0.09623885154724121,2227
3087,1785426750.503766,533,-0.00376129150390625,2227
3090,1785426750.603766,534,0.09785175323486328,2251
3093,1785426750.7037659,534,-0.002148151397705078,2251
3096,1785426750.803766,535,0.10006952285766602,2248
3099,1785426750.903766,535,6.961822509765625e-05,2248
3102,1785426751.003766,536,0.09472846984863281,2172
3105,1785426751.103766,536,-0.005271434783935547,2172
3108,1785426751.2037659,537,0.09625005722045898,2269
3111,1785426751.303766,537,-0.0037500858306884766,2269
3114,1785426751.403766,538,0.09887051582336426,2281
3117,1785426751.503766,538,-0.0011296272277832031,2281
3120,1785426751.603766,539,0.10078787803649902,2326
3123,1785426751.7037659,539,0.0007879734039306641,2326
3126,1785426751.803766,539,-0.0992121696472168,2326
3129,1785426751.903766,540,0.0019562244415283203,2438
3132,1785426752.003766,540,-0.09804391860961914,2438
3135,1785426752.103766,541,0.0008199214935302734,2438
3138,1785426752.2037659,542,0.09888029098510742,2475
3141,1785426752.303766,542,-0.001119852066040039,2475
3144,1785426752.403766,543,0.10011601448059082,2649
3147,1785426752.503766,543,0.00011587142944335938,2649
3150,1785426752.603766,543,-0.099884033203125,2649
3153,1785426752.7037659,544,0.001967906951904297,2689
3156,1785426752.803766,545,0.09676957130432129,2770
3159,1785426752.903766,545,-0.0032303333282470703,2770
3162,1785426753.003766,546,0.09925699234008789,2846
3165,1785426753.103766,546,-0.0007429122924804688,2846
3168,1785426753.2037659,547,0.1005411148071289,2863
3171,1785426753.303766,547,0.0005409717559814453,2863
3174,1785426753.403766,547,-0.09945893287658691,2863
3177,1785426753.503766,548,0.0015192031860351562,2788
3180,1785426753.603766,549,0.09787583351135254,2844
3183,1785426753.7037659,549,-0.0021240711212158203,2844
3186,1785426753.803766,550,0.09918951988220215,2871
3189,1785426753.903766,550,-0.0008103847503662109,2871
3192,1785426754.003766,550,-0.10081052780151367,2871
3195,1785426754.103766,551,0.0019140243530273438,2874
3198,1785426754.2037659,552,0.09549212455749512,2793
3201,1785426754.303766,552,-0.004508018493652344,2793
3204,1785426754.403766,553,0.0982816219329834,2863
3207,1785426754.503766,553,-0.0017185211181640625,2863
3210,1785426754.603766,554,0.09985589981079102,2849
3213,1785426754.7037659,554,-0.00014400482177734375,2849
3216,1785426754.803766,554,-0.1001441478729248,2849
3219,1785426754.903766,555,0.0016851425170898438,2822
3222,1785426755.003766,555,-0.09831500053405762,2822
3225,1785426755.103766,556,-0.0008461475372314453,2822
3228,1785426755.2037659,556,-0.1008460521697998,2822
3231,1785426755.303766,557,0.0013976097106933594,2842
3234,1785426755.403766,557,-0.098602294921875,2842
3237,1785426755.503766,558,0.0001773834228515625,2820
3240,1785426755.603766,558,-0.0998225212097168,2820
3243,1785426755.7037659,559,0.0016791820526123047,2814
3246,1785426755.803766,559,-0.09832096099853516,2814
3249,1785426755.903766,560,7.176399230957031e-05,2815
3252,1785426756.003766,561,0.0982968807220459,2759
3255,1785426756.103766,561,-0.001703023910522461,2759
3258,1785426756.2037659,562,0.10084199905395508,2759
3261,1785426756.303766,562,0.0008418560028076172,2759
3264,1785426756.403766,562,-0.09915804862976074,2759
3267,1785426756.503766,563,0.0013251304626464844,2714
3270,1785426756.603766,564,0.09613919258117676,2789
3273,1785426756.7037659,564,-0.0038607120513916016,2789
3276,1785426756.803766,565,0.09844565391540527,2902
3279,1785426756.903766,565,-0.001554250717163086,2902
3282,1785426757.003766,566,0.10054492950439453,2926
3285,1785426757.103766,566,0.0005450248718261719,2926
3288,1785426757.2037659,566,-0.09945487976074219,2926
3291,1785426757.303766,567,0.0016679763793945312,2861
3294,1785426757.403766,568,0.09692573547363281,2928
3297,1785426757.503766,568,-0.0030744075775146484,2928
3300,1785426757.603766,569,0.09873366355895996,2944
3303,1785426757.7037659,569,-0.0012662410736083984,2944
3306,1785426757.803766,570,0.10099315643310547,2951
3309,1785426757.903766,570,0.0009932518005371094,2951
3312,1785426758.003766,570,-0.09900689125061035,2951
3315,1785426758.103766,571,0.0021355152130126953,2870
3318,1785426758.2037659,571,-0.09786438941955566,2870
3321,1785426758.303766,572,-0.002120494842529297,2899
3324,1785426758.403766,573,0.10211038589477539,2876
3327,1785426758.503766,573,0.0021102428436279297,2876
3330,1785426758.603766,573,-0.09788966178894043,2876
3333,1785426758.7037659,574,0.0013256072998046875,2884
3336,1785426758.803766,574,-0.09867453575134277,2884
3339,1785426758.903766,575,0.0022161006927490234,2895
3342,1785426759.003766,575,-0.09778404235839844,2895
3345,1785426759.103766,576,0.0012042522430419922,2912
3348,1785426759.2037659,576,-0.09879565238952637,2912
3351,1785426759.303766,577,-0.0011589527130126953,2847
3354,1785426759.403766,577,-0.10115885734558105,2847
3357,1785426759.503766,578,0.0011763572692871094,2944
3360,1785426759.603766,579,0.09540462493896484,2764
3363,1785426759.7037659,579,-0.004595279693603516,2764
3366,1785426759.803766,580,0.09789466857910156,2845
3369,1785426759.903766,580,-0.002105236053466797,2845
3372,1785426760.003766,581,0.09949779510498047,2849
3375,1785426760.103766,581,-0.0005021095275878906,2849
3378,1785426760.2037659,581,-0.10050201416015625,2849
3381,1785426760.303766,582,0.0011909008026123047,2844
3384,1785426760.403766,583,0.09576535224914551,2741
3387,1785426760.503766,583,-0.004234790802001953,2741
3390,1785426760.603766,584,0.09747910499572754,2834
3393,1785426760.7037659,584,-0.0025207996368408203,2834
3396,1785426760.803766,585,0.09972381591796875,2812
3399,1785426760.903766,585,-0.0002760887145996094,2812
3402,1785426761.003766,585,-0.10027623176574707,2812
3405,1785426761.103766,586,0.001585245132446289,2780
3408,1785426761.2037659,587,0.09601426124572754,2766
3411,1785426761.303766,587,-0.003985881805419922,2766
3414,1785426761.403766,588,0.09875035285949707,2845
3417,1785426761.503766,588,-0.0012497901916503906,2845
3420,1785426761.603766,589,0.10051989555358887,2844
3423,1785426761.7037659,589,0.0005199909210205078,2844
3426,1785426761.803766,590,0.09496045112609863,2769
3429,1785426761.903766,590,-0.0050394535064697266,2769
3432,1785426762.003766,591,0.09992051124572754,2880
3435,1785426762.103766,591,-7.939338684082031e-05,2880
3438,1785426762.2037659,591,-0.10007929801940918,2880
3441,1785426762.303766,592,0.002185344696044922,2876
3444,1785426762.403766,592,-0.09781455993652344,2876
3447,1785426762.503766,593,0.0005083084106445312,2876
3450,1785426762.603766,593,-0.09949159622192383,2876
3453,1785426762.7037659,594,0.0015523433685302734,2862
3456,1785426762.803766,594,-0.09844779968261719,2862
3459,1785426762.903766,595,0.0010447502136230469,2909
3462,1785426763.003766,596,0.09836316108703613,2825
3465,1785426763.103766,596,-0.0016367435455322266,2825
3468,1785426763.2037659,597,0.10007858276367188,2858
3471,1785426763.303766,597,7.843971252441406e-05,2858
3474,1785426763.403766,597,-0.09992146492004395,2858
3477,1785426763.503766,598,0.0015478134155273438,2858
3480,1785426763.603766,599,0.09817743301391602,2840
3483,1785426763.7037659,599,-0.0018224716186523438,2840
3486,1785426763.803766,600,0.0997159481048584,2877
3489,1785426763.903766,600,-0.00028395652770996094,2877
3492,1785426764.003766,600,-0.10028409957885742,2877
3495,1785426764.103766,601,0.0007450580596923828,2855
3498,1785426764.2037659,601,-0.09925484657287598,2855
3501,1785426764.303766,602,0.0013871192932128906,2768
3504,1785426764.403766,603,0.09746909141540527,2858
3507,1785426764.503766,603,-0.0025310516357421875,2858
3510,1785426764.603766,604,0.09957695007324219,2858
3513,1785426764.7037659,604,-0.0004229545593261719,2858
3516,1785426764.803766,604,-0.10042309761047363,2858
3519,1785426764.903766,605,0.0014159679412841797,2871
3522,1785426765.003766,606,0.09622478485107422,2781
3525,1785426765.103766,606,-0.0037751197814941406,2781
3528,1785426765.2037659,607,0.09791207313537598,2870
3531,1785426765.303766,607,-0.0020880699157714844,2870
3534,1785426765.403766,608,0.09957551956176758,2859
3537,1785426765.503766,608,-0.0004246234893798828,2859
3540,1785426765.603766,608,-0.10042452812194824,2859
3543,1785426765.7037659,609,0.0013434886932373047,2885
3546,1785426765.803766,609,-0.09865665435791016,2885
3549,1785426765.903766,610,-0.00013446807861328125,2892
3552,1785426766.003766,610,-0.10013461112976074,2892
3555,1785426766.103766,611,0.0012979507446289062,2875
3558,1785426766.2037659,611,-0.09870195388793945,2875
3561,1785426766.303766,612,0.0006580352783203125,2944
3564,1785426766.403766,612,-0.09934186935424805,2944
3567,1785426766.503766,613,0.0011675357818603516,2972
3570,1785426766.603766,613,-0.09883236885070801,2972
3573,1785426766.7037659,614,0.0006902217864990234,2833
3576,1785426766.803766,615,0.09825563430786133,2911
3579,1785426766.903766,615,-0.0017442703247070312,2911
3582,1785426767.003766,616,0.10003924369812012,2911
3585,1785426767.103766,616,3.933906555175781e-05,2911
3588,1785426767.2037659,616,-0.0999605655670166,2911
3591,1785426767.303766,617,0.0012819766998291016,2892
3594,1785426767.403766,618,0.09605622291564941,2837
3597,1785426767.503766,618,-0.003943920135498047,2837
3600,1785426767.603766,619,0.09883975982666016,2912
3603,1785426767.7037659,619,-0.0011601448059082031,2912
3606,1785426767.803766,620,0.10057926177978516,2907
3609,1785426767.903766,620,0.0005793571472167969,2907
3612,1785426768.003766,620,-0.09942078590393066,2907
3615,1785426768.103766,621,0.0014684200286865234,2821
3618,1785426768.2037659,622,0.09680461883544922,2900
3621,1785426768.303766,622,-0.003195524215698242,2900
3624,1785426768.403766,623,0.09944486618041992,2884
3627,1785426768.503766,623,-0.0005552768707275391,2884
3630,1785426768.603766,623,-0.1005551815032959,2884
3633,1785426768.7037659,624,0.0006325244903564453,2857
3636,1785426768.803766,624,-0.09936761856079102,2857
3639,1785426768.903766,625,0.0014882087707519531,2786
3642,1785426769.003766,625,-0.09851193428039551,2786
3645,1785426769.103766,626,0.0009713172912597656,2887
3648,1785426769.2037659,626,-0.0990285873413086,2887
3651,1785426769.303766,627,0.0013804435729980469,2815
3654,1785426769.403766,627,-0.09861946105957031,2815
3657,1785426769.503766,628,0.0007233619689941406,2870
3660,1785426769.603766,628,-0.09927654266357422,2870
3663,1785426769.7037659,629,0.0016176700592041016,2788
3666,1785426769.803766,629,-0.09838247299194336,2788
3669,1785426769.903766,630,0.0014929771423339844,2794
3672,1785426770.003766,630,-0.09850716590881348,2794
3675,1785426770.103766,631,-0.000667572021484375,2761
3678,1785426770.2037659,631,-0.10066747665405273,2761
3681,1785426770.303766,632,0.001146078109741211,2773
3684,1785426770.403766,632,-0.09885382652282715,2773
3687,1785426770.503766,633,0.0015666484832763672,2773
3690,1785426770.603766,634,0.09801006317138672,2795
3693,1785426770.7037659,634,-0.0019898414611816406,2795
3696,1785426770.803766,635,0.09954333305358887,2839
3699,1785426770.903766,635,-0.0004565715789794922,2839
3702,1785426771.003766,635,-0.10045671463012695,2839
3705,1785426771.103766,636,0.001239776611328125,2845
3708,1785426771.2037659,637,0.09604215621948242,2758
3711,1785426771.303766,637,-0.003957986831665039,2758
3714,1785426771.403766,638,0.09796380996704102,2855
3717,1785426771.503766,638,-0.0020363330841064453,2855
3720,1785426771.603766,639,0.0998227596282959,2860
3723,1785426771.7037659,639,-0.00017714500427246094,2860
3726,1785426771.803766,639,-0.10017728805541992,2860
3729,1785426771.903766,640,0.0015139579772949219,2851
3732,1785426772.003766,641,0.09626650810241699,2780
3735,1785426772.103766,641,-0.003733396530151367,2780
3738,1785426772.2037659,642,0.09866166114807129,2848
3741,1785426772.303766,642,-0.0013384819030761719,2848
3744,1785426772.403766,643,0.10007905960083008,2840
3747,1785426772.503766,643,7.891654968261719e-05,2840
3750,1785426772.603766,643,-0.09992098808288574,2840
3753,1785426772.7037659,644,0.0015614032745361328,2890
3756,1785426772.803766,644,-0.09843873977661133,2890
3759,1785426772.903766,645,0.0005056858062744141,2971
3762,1785426773.003766,645,-0.09949445724487305,2971
3765,1785426773.103766,646,0.0016362667083740234,2930
3768,1785426773.2037659,646,-0.09836363792419434,2930
3771,1785426773.303766,647,0.0003209114074707031,2898
3774,1785426773.403766,647,-0.09967899322509766,2898
3777,1785426773.503766,648,0.001619577407836914,2881
3780,1785426773.603766,649,0.09596109390258789,2845
3783,1785426773.7037659,649,-0.004038810729980469,2845
3786,1785426773.803766,650,0.09831881523132324,2870
3789,1785426773.903766,650,-0.0016810894012451172,2870
3792,1785426774.003766,651,0.10062241554260254,2879
3795,1785426774.103766,651,0.0006225109100341797,2879
3798,1785426774.2037659,651,-0.09937739372253418,2879
3801,1785426774.303766,652,0.0017278194427490234,2764
3804,1785426774.403766,653,0.09685158729553223,2822
3807,1785426774.503766,653,-0.0031485557556152344,2822
3810,1785426774.603766,654,0.09916567802429199,2755
3813,1785426774.7037659,654,-0.0008342266082763672,2755
3816,1785426774.803766,654,-0.10083436965942383,2755
3819,1785426774.903766,655,0.0014522075653076172,2668
3822,1785426775.003766,655,-0.09854793548583984,2668
3825,1785426775.103766,656,0.0017237663269042969,2497
3828,1785426775.2037659,657,0.09687995910644531,2496
3831,1785426775.303766,657,-0.0031201839447021484,2496
3834,1785426775.403766,658,0.09955835342407227,2462
3837,1785426775.503766,658,-0.0004417896270751953,2462
3840,1785426775.603766,658,-0.10044169425964355,2462
3843,1785426775.7037659,659,0.0013706684112548828,2399
3846,1785426775.803766,660,0.09561347961425781,2280
3849,1785426775.903766,660,-0.004386425018310547,2280
3852,1785426776.003766,661,0.1016535758972168,2330
3855,1785426776.103766,661,0.0016536712646484375,2330
3858,1785426776.2037659,661,-0.09834623336791992,2330
3861,1785426776.303766,662,-0.0005564689636230469,2262
3864,1785426776.403766,662,-0.1005563735961914,2262
3867,1785426776.503766,663,0.0015566349029541016,2294
3870,1785426776.603766,663,-0.09844326972961426,2294
3873,1785426776.7037659,664,-1.9788742065429688e-05,2261
3876,1785426776.803766,664,-0.10001993179321289,2261
3879,1785426776.903766,665,0.0016753673553466797,2259
3882,1785426777.003766,665,-0.09832477569580078,2259
3885,1785426777.103766,666,0.00011205673217773438,2248
3888,1785426777.2037659,666,-0.09988784790039062,2248
3891,1785426777.303766,667,0.0014681816101074219,2197
3894,1785426777.403766,668,0.09555411338806152,2185
3897,1785426777.503766,668,-0.0044460296630859375,2185
3900,1785426777.603766,669,0.09789609909057617,2217
3903,1785426777.7037659,669,-0.0021038055419921875,2217
3906,1785426777.803766,670,0.1001589298248291,2180
3909,1785426777.903766,670,0.0001590251922607422,2180
3912,1785426778.003766,670,-0.09984111785888672,2180
3915,1785426778.103766,671,0.0013670921325683594,2136
3918,1785426778.2037659,672,0.09614825248718262,2092
3921,1785426778.303766,672,-0.0038518905639648438,2092
3924,1785426778.403766,673,0.09821486473083496,2117
3927,1785426778.503766,673,-0.0017852783203125,2117
3930,1785426778.603766,674,0.10021114349365234,2101
3933,1785426778.7037659,674,0.00021123886108398438,2101
3936,1785426778.803766,674,-0.09978890419006348,2101
3939,1785426778.903766,675,0.0017385482788085938,2078
3942,1785426779.003766,676,0.09631633758544922,2057
3945,1785426779.103766,676,-0.0036835670471191406,2057
3948,1785426779.2037659,677,0.09866738319396973,2102
3951,1785426779.303766,677,-0.0013327598571777344,2102
3954,1785426779.403766,678,0.10041356086730957,2100
3957,1785426779.503766,678,0.0004134178161621094,2100
3960,1785426779.603766,678,-0.09958648681640625,2100
3963,1785426779.7037659,679,0.0018126964569091797,2165
3966,1785426779.803766,679,-0.09818744659423828,2165
3969,1785426779.903766,680,0.0015821456909179688,2170
3972,1785426780.003766,681,0.09816479682922363,2207
3975,1785426780.103766,681,-0.0018351078033447266,2207
3978,1785426780.2037659,682,0.10022759437561035,2384
3981,1785426780.303766,682,0.00022745132446289062,2384
3984,1785426780.403766,682,-0.09977245330810547,2384
3987,1785426780.503766,683,0.0018963813781738281,2265
3990,1785426780.603766,684,0.0964803695678711,2255
3993,1785426780.7037659,684,-0.0035195350646972656,2255
3996,1785426780.803766,685,0.09905576705932617,2270
3999,1785426780.903766,685,-0.0009441375732421875,2270
4002,1785426781.003766,686,0.10072112083435059,2276
4005,1785426781.103766,686,0.0007212162017822266,2276
4008,1785426781.2037659,687,0.09529614448547363,2199
4011,1785426781.303766,687,-0.004703998565673828,2199
4014,1785426781.403766,688,0.09675955772399902,2270
4017,1785426781.503766,688,-0.0032405853271484375,2270
4020,1785426781.603766,689,0.0992884635925293,2253
4023,1785426781.7037659,689,-0.0007114410400390625,2253
4026,1785426781.803766,689,-0.10071158409118652,2253
4029,1785426781.903766,690,0.0014960765838623047,2229
4032,1785426782.003766,691,0.09592175483703613,2133
4035,1785426782.103766,691,-0.0040781497955322266,2133
4038,1785426782.2037659,692,0.09860944747924805,2204
4041,1785426782.303766,692,-0.001390695571899414,2204
4044,1785426782.403766,693,0.09963822364807129,2195
4047,1785426782.503766,693,-0.0003619194030761719,2195
4050,1785426782.603766,693,-0.10036182403564453,2195
4053,1785426782.7037659,694,0.001909494400024414,2178
4056,1785426782.803766,695,0.09593725204467773,2183
4059,1785426782.903766,695,-0.004062652587890625,2183
4062,1785426783.003766,696,0.1017313003540039,2306
4065,1785426783.103766,696,0.0017313957214355469,2306
4068,1785426783.2037659,696,-0.09826850891113281,2306
4071,1785426783.303766,697,-0.0006382465362548828,2244
4074,1785426783.403766,697,-0.10063815116882324,2244
4077,1785426783.503766,698,0.001898050308227539,2331
4080,1785426783.603766,698,-0.09810185432434082,2331
4083,1785426783.7037659,699,0.0007936954498291016,2280
4086,1785426783.803766,699,-0.09920644760131836,2280
4089,1785426783.903766,700,0.0017745494842529297,2277
4092,1785426784.003766,700,-0.09822559356689453,2277
4095,1785426784.103766,701,-0.0006728172302246094,2258
4098,1785426784.2037659,701,-0.10067272186279297,2258
4101,1785426784.303766,702,0.0016813278198242188,2192
4104,1785426784.403766,703,0.09670257568359375,2188
4107,1785426784.503766,703,-0.003297567367553711,2188
4110,1785426784.603766,704,0.09833884239196777,2205
4113,1785426784.7037659,704,-0.001661062240600586,2205
4116,1785426784.803766,705,0.1000676155090332,2201
4119,1785426784.903766,705,6.771087646484375e-05,2201
4122,1785426785.003766,705,-0.09993243217468262,2201
4125,1785426785.103766,706,0.0013027191162109375,2157
4128,1785426785.2037659,707,0.09708166122436523,2191
4131,1785426785.303766,707,-0.0029184818267822266,2191
4134,1785426785.403766,708,0.09879136085510254,2261
4137,1785426785.503766,708,-0.0012087821960449219,2261
4140,1785426785.603766,709,0.10090112686157227,2264
4143,1785426785.7037659,709,0.0009012222290039062,2264
4146,1785426785.803766,710,0.09577202796936035,2190
4149,1785426785.903766,710,-0.004227876663208008,2190
4152,1785426786.003766,711,0.09721064567565918,2271
4155,1785426786.103766,711,-0.0027892589569091797,2271
4158,1785426786.2037659,712,0.09918904304504395,2270
4161,1785426786.303766,712,-0.0008111000061035156,2270
4164,1785426786.403766,713,0.10079216957092285,2261
4167,1785426786.503766,713,0.0007920265197753906,2261
4170,1785426786.603766,714,0.0989840030670166,2261
4173,1785426786.7037659,714,-0.0010159015655517578,2261
4176,1785426786.803766,714,-0.10101604461669922,2261
4179,1785426786.903766,715,0.0014421939849853516,2310
4182,1785426787.003766,715,-0.09855794906616211,2310
4185,1785426787.103766,716,-0.0011203289031982422,2286
4188,1785426787.2037659,716,-0.1011202335357666,2286
4191,1785426787.303766,717,0.0011470317840576172,2286
4194,1785426787.403766,717,-0.09885287284851074,2286
4197,1785426787.503766,718,-0.0007946491241455078,2248
4200,1785426787.603766,719,0.09691882133483887,2275
4203,1785426787.7037659,719,-0.003081083297729492,2275
4206,1785426787.803766,720,0.09907793998718262,2306
4209,1785426787.903766,720,-0.0009219646453857422,2306
4212,1785426788.003766,720,-0.1009221076965332,2306
4215,1785426788.103766,721,0.0019042491912841797,2310
4218,1785426788.2037659,722,0.09587383270263672,2240
4221,1785426788.303766,722,-0.004126310348510742,2240
4224,1785426788.403766,723,0.09758114814758301,2321
4227,1785426788.503766,723,-0.002418994903564453,2321
4230,1785426788.603766,724,0.10031270980834961,2343
4233,1785426788.7037659,724,0.00031280517578125,2343
4236,1785426788.803766,724,-0.09968733787536621,2343
4239,1785426788.903766,725,0.0014634132385253906,2344
4242,1785426789.003766,726,0.09656262397766113,2280
4245,1785426789.103766,726,-0.0034372806549072266,2280
4248,1785426789.2037659,727,0.09885358810424805,2362
4251,1785426789.303766,727,-0.001146554946899414,2362
4254,1785426789.403766,728,0.10077691078186035,2357
4257,1785426789.503766,728,0.0007767677307128906,2357
