x,y,z,t_mean_c,t_std_c,n_obs,material,solar_absorptance,u_value_w_m2k,plausible,flag_reason,solar_term_w_m2,u_value_corrected_w_m2k,correction_note
23.1,0.30000000000000004,-0.30000000000000004,36.874,0.874,30,concrete,0.65,7.9699,1,,0.0,7.9699,
23.1,0.30000000000000004,1.7000000000000002,36.72,1.735,26,glass,0.1,7.7913,1,,0.0,7.7913,
23.1,0.30000000000000004,1.9000000000000001,38.101,2.355,9,glass,0.1,9.3925,0,solar_suspected,0.0,9.3925,
23.1,0.5,-0.30000000000000004,36.572,0.828,36,concrete,0.65,7.6197,1,,0.0,7.6197,
23.1,0.5,1.7000000000000002,36.789,1.44,31,glass,0.1,7.8713,1,,0.0,7.8713,
23.1,0.5,1.9000000000000001,39.481,1.737,7,glass,0.1,10.9925,0,solar_suspected,0.0,10.9925,
23.1,0.7000000000000001,-0.30000000000000004,36.584,0.995,41,concrete,0.65,7.6336,1,,0.0,7.6336,
23.1,0.7000000000000001,1.7000000000000002,37.397,1.669,29,glass,0.1,8.5762,0,solar_suspected,0.0,8.5762,
23.1,0.7000000000000001,1.9000000000000001,38.864,2.116,11,glass,0.1,10.2771,0,solar_suspected,0.0,10.2771,
23.1,0.9,-0.30000000000000004,36.299,1.49,43,concrete,0.65,7.3032,1,,0.0,7.3032,
23.1,0.9,1.7000000000000002,37.873,1.868,27,glass,0.1,9.1281,0,solar_suspected,0.0,9.1281,
23.1,0.9,1.9000000000000001,38.475,2.318,10,glass,0.1,9.8261,0,solar_suspected,0.0,9.8261,
23.1,1.1,-0.30000000000000004,36.027,1.729,40,concrete,0.65,6.9878,1,,0.0,6.9878,
23.1,1.1,1.7000000000000002,37.795,1.503,34,glass,0.1,9.0377,0,solar_suspected,0.0,9.0377,
23.1,1.1,1.9000000000000001,38.227,2.351,16,glass,0.1,9.5386,0,solar_suspected,0.0,9.5386,
23.1,1.3,-0.30000000000000004,36.101,1.448,43,concrete,0.65,7.0736,1,,0.0,7.0736,
23.1,1.3,1.7000000000000002,37.972,1.42,34,glass,0.1,9.2429,0,solar_suspected,0.0,9.2429,
23.1,1.3,1.9000000000000001,37.412,2.138,24,glass,0.1,8.5936,0,solar_suspected,0.0,8.5936,
23.1,1.5,-0.30000000000000004,35.857,1.45,80,concrete,0.65,6.7907,1,,0.0,6.7907,sud_opaque_no_correction
23.1,1.5,1.7000000000000002,38.072,1.129,24,glass,0.1,9.3588,0,solar_suspected,0.0,9.3588,sud_opaque_no_correction
23.1,1.5,1.9000000000000001,38.109,2.031,27,glass,0.1,9.4017,0,solar_suspected,0.0,9.4017,sud_opaque_no_correction
23.1,1.7000000000000002,-0.30000000000000004,35.503,1.465,69,concrete,0.65,6.3803,1,,0.0,6.3803,sud_opaque_no_correction
23.1,1.7000000000000002,1.7000000000000002,38.165,0.937,15,glass,0.1,9.4667,0,solar_suspected,0.0,9.4667,sud_opaque_no_correction
23.1,1.7000000000000002,1.9000000000000001,37.881,1.746,31,glass,0.1,9.1374,0,solar_suspected,0.0,9.1374,sud_opaque_no_correction
23.3,-0.7000000000000001,-0.30000000000000004,35.612,1.264,36,concrete,0.65,6.5067,1,,57.4,-1.812,nord_diffuse_only
23.3,-0.5,-0.30000000000000004,35.314,1.137,83,glass,0.1,6.1612,1,,0.0,6.1612,
23.3,-0.5,-0.1,34.598,0.14,2,glass,0.1,5.331,1,,0.0,5.331,
23.3,-0.5,0.5,35.677,0.0,1,glass,0.1,6.582,1,,0.0,6.582,
23.3,-0.5,0.7000000000000001,35.511,0.0,1,glass,0.1,6.3896,1,,0.0,6.3896,
23.3,-0.5,0.9,36.462,1.018,16,glass,0.1,7.4922,1,,0.0,7.4922,
23.3,-0.5,1.1,36.3,0.3,6,glass,0.1,7.3043,1,,0.0,7.3043,
23.3,-0.5,1.7000000000000002,36.765,1.818,40,glass,0.1,7.8435,1,,0.0,7.8435,
23.3,-0.5,1.9000000000000001,36.893,1.922,4,glass,0.1,7.9919,1,,0.0,7.9919,
23.3,-0.30000000000000004,-0.30000000000000004,36.177,1.106,12,concrete,0.65,7.1617,1,,0.0,7.1617,
23.3,-0.30000000000000004,1.7000000000000002,37.133,1.79,39,glass,0.1,8.2701,0,solar_suspected,0.0,8.2701,
23.3,-0.30000000000000004,1.9000000000000001,37.384,2.27,7,glass,0.1,8.5612,0,solar_suspected,0.0,8.5612,
23.3,-0.1,-0.30000000000000004,36.344,1.103,59,concrete,0.65,7.3554,1,,0.0,7.3554,
23.3,-0.1,1.7000000000000002,37.447,1.915,30,glass,0.1,8.6342,0,solar_suspected,0.0,8.6342,
23.3,-0.1,1.9000000000000001,38.251,2.179,4,glass,0.1,9.5664,0,solar_suspected,0.0,9.5664,
23.3,0.1,-0.30000000000000004,36.512,1.065,68,concrete,0.65,7.5501,1,,0.0,7.5501,
23.3,0.1,1.7000000000000002,37.976,2.127,22,glass,0.1,9.2475,0,solar_suspected,0.0,9.2475,
23.3,0.1,1.9000000000000001,38.483,1.803,10,glass,0.1,9.8354,0,solar_suspected,0.0,9.8354,
23.3,0.30000000000000004,-0.30000000000000004,36.695,0.82,70,concrete,0.65,7.7623,1,,0.0,7.7623,
23.3,0.30000000000000004,1.7000000000000002,37.608,1.724,23,glass,0.1,8.8209,0,solar_suspected,0.0,8.8209,
23.3,0.30000000000000004,1.9000000000000001,38.406,1.322,9,glass,0.1,9.7461,0,solar_suspected,0.0,9.7461,
23.3,0.5,-0.30000000000000004,36.719,0.826,63,concrete,0.65,7.7901,1,,0.0,7.7901,
23.3,0.5,1.7000000000000002,37.919,1.463,19,glass,0.1,9.1814,0,solar_suspected,0.0,9.1814,
23.3,0.5,1.9000000000000001,39.084,1.159,8,glass,0.1,10.5322,0,solar_suspected,0.0,10.5322,
23.3,0.7000000000000001,-0.30000000000000004,36.34,1.001,33,concrete,0.65,7.3507,1,,0.0,7.3507,
23.3,0.7000000000000001,1.7000000000000002,37.502,1.338,9,glass,0.1,8.698,0,solar_suspected,0.0,8.698,
23.3,0.7000000000000001,1.9000000000000001,38.174,1.77,14,glass,0.1,9.4771,0,solar_suspected,0.0,9.4771,
23.3,0.9,-0.30000000000000004,36.059,1.709,40,concrete,0.65,7.0249,1,,0.0,7.0249,
23.3,0.9,1.7000000000000002,37.864,1.49,10,glass,0.1,9.1177,0,solar_suspected,0.0,9.1177,
23.3,0.9,1.9000000000000001,37.994,1.943,16,glass,0.1,9.2684,0,solar_suspected,0.0,9.2684,
23.3,1.1,-0.30000000000000004,35.855,1.575,46,concrete,0.65,6.7884,1,,0.0,6.7884,
23.3,1.1,1.7000000000000002,37.663,1.341,12,glass,0.1,8.8846,0,solar_suspected,0.0,8.8846,
23.3,1.1,1.9000000000000001,38.216,1.558,15,glass,0.1,9.5258,0,solar_suspected,0.0,9.5258,
23.3,1.3,-0.30000000000000004,35.776,1.696,73,concrete,0.65,6.6968,1,,0.0,6.6968,
23.3,1.3,1.7000000000000002,38.162,1.492,7,glass,0.1,9.4632,0,solar_suspected,0.0,9.4632,
23.3,1.3,1.9000000000000001,38.368,1.746,13,glass,0.1,9.702,0,solar_suspected,0.0,9.702,
23.3,1.5,-0.30000000000000004,36.07,1.708,68,concrete,0.65,7.0377,1,,0.0,7.0377,sud_opaque_no_correction
23.3,1.5,1.7000000000000002,37.292,1.018,7,glass,0.1,8.4545,0,solar_suspected,0.0,8.4545,sud_opaque_no_correction
23.3,1.5,1.9000000000000001,39.156,1.744,13,glass,0.1,10.6157,0,solar_suspected,0.0,10.6157,sud_opaque_no_correction
23.3,1.7000000000000002,-0.30000000000000004,36.33,1.451,54,concrete,0.65,7.3391,1,,0.0,7.3391,sud_opaque_no_correction
23.3,1.7000000000000002,1.7000000000000002,36.929,0.524,10,glass,0.1,8.0336,0,solar_suspected,0.0,8.0336,sud_opaque_no_correction
23.3,1.7000000000000002,1.9000000000000001,38.834,1.59,20,glass,0.1,10.2423,0,solar_suspected,0.0,10.2423,sud_opaque_no_correction
23.5,-0.7000000000000001,-0.30000000000000004,35.167,1.131,9,concrete,0.65,5.9907,1,,57.4,-2.3279,nord_diffuse_only
23.5,-0.5,-0.30000000000000004,35.526,1.248,344,concrete,0.65,6.407,1,,0.0,6.407,
23.5,-0.5,-0.1,34.631,0.196,6,glass,0.1,5.3693,1,,0.0,5.3693,
23.5,-0.5,0.1,34.737,0.0,1,glass,0.1,5.4922,1,,0.0,5.4922,
23.5,-0.5,0.30000000000000004,34.987,0.104,3,glass,0.1,5.782,1,,0.0,5.782,
23.5,-0.5,0.5,35.126,0.139,2,glass,0.1,5.9432,1,,0.0,5.9432,
23.5,-0.5,0.7000000000000001,35.689,0.152,5,glass,0.1,6.5959,1,,0.0,6.5959,
23.5,-0.5,0.9,36.699,0.753,16,glass,0.1,7.767,1,,0.0,7.767,
23.5,-0.5,1.1,37.256,1.229,54,glass,0.1,8.4128,0,solar_suspected,0.0,8.4128,
23.5,-0.5,1.3,37.973,1.531,13,glass,0.1,9.2441,0,solar_suspected,0.0,9.2441,
23.5,-0.5,1.5,39.245,1.164,2,glass,0.1,10.7188,0,solar_suspected,0.0,10.7188,
23.5,-0.5,1.7000000000000002,36.722,1.781,75,glass,0.1,7.7936,1,,0.0,7.7936,
23.5,-0.5,1.9000000000000001,36.461,1.216,3,glass,0.1,7.491,1,,0.0,7.491,
23.5,-0.30000000000000004,-0.30000000000000004,35.957,1.242,82,concrete,0.65,6.9067,1,,0.0,6.9067,
23.5,-0.30000000000000004,1.7000000000000002,36.965,1.893,21,glass,0.1,8.0754,0,solar_suspected,0.0,8.0754,
23.5,-0.30000000000000004,1.9000000000000001,37.656,1.903,11,glass,0.1,8.8765,0,solar_suspected,0.0,8.8765,
23.5,-0.1,-0.30000000000000004,36.328,0.99,89,concrete,0.65,7.3368,1,,0.0,7.3368,
23.5,-0.1,1.7000000000000002,37.465,1.804,32,glass,0.1,8.6551,0,solar_suspected,0.0,8.6551,
23.5,-0.1,1.9000000000000001,37.587,1.722,13,glass,0.1,8.7965,0,solar_suspected,0.0,8.7965,
23.5,0.1,-0.30000000000000004,36.562,0.903,75,concrete,0.65,7.6081,1,,0.0,7.6081,
23.5,0.1,1.7000000000000002,38.326,1.902,32,glass,0.1,9.6533,0,solar_suspected,0.0,9.6533,
23.5,0.1,1.9000000000000001,38.456,1.712,17,glass,0.1,9.8041,0,solar_suspected,0.0,9.8041,
23.5,0.30000000000000004,-0.30000000000000004,36.776,0.822,75,concrete,0.65,7.8562,1,,0.0,7.8562,
23.5,0.30000000000000004,1.7000000000000002,38.167,1.695,34,glass,0.1,9.469,0,solar_suspected,0.0,9.469,
23.5,0.30000000000000004,1.9000000000000001,38.442,1.652,17,glass,0.1,9.7878,0,solar_suspected,0.0,9.7878,
23.5,0.5,-0.30000000000000004,36.917,0.857,67,concrete,0.65,8.0197,0,implausible,0.0,8.0197,
23.5,0.5,1.7000000000000002,38.232,1.613,26,glass,0.1,9.5443,0,solar_suspected,0.0,9.5443,
23.5,0.5,1.9000000000000001,38.982,1.666,22,glass,0.1,10.4139,0,solar_suspected,0.0,10.4139,
23.5,0.7000000000000001,-0.30000000000000004,36.643,1.007,69,concrete,0.65,7.702,1,,0.0,7.702,
23.5,0.7000000000000001,1.7000000000000002,38.566,1.691,27,glass,0.1,9.9316,0,solar_suspected,0.0,9.9316,
23.5,0.7000000000000001,1.9000000000000001,38.946,1.66,16,glass,0.1,10.3722,0,solar_suspected,0.0,10.3722,
23.5,0.9,-0.30000000000000004,36.191,1.404,67,concrete,0.65,7.178,1,,0.0,7.178,
23.5,0.9,1.7000000000000002,38.998,2.005,24,glass,0.1,10.4325,0,solar_suspected,0.0,10.4325,
23.5,0.9,1.9000000000000001,38.874,1.626,14,glass,0.1,10.2887,0,solar_suspected,0.0,10.2887,
23.5,1.1,-0.30000000000000004,35.901,1.6,69,concrete,0.65,6.8417,1,,0.0,6.8417,
23.5,1.1,1.7000000000000002,38.887,1.739,30,glass,0.1,10.3038,0,solar_suspected,0.0,10.3038,
23.5,1.1,1.9000000000000001,38.923,1.585,20,glass,0.1,10.3455,0,solar_suspected,0.0,10.3455,
23.5,1.3,-0.30000000000000004,36.469,1.362,70,concrete,0.65,7.5003,1,,0.0,7.5003,
23.5,1.3,1.7000000000000002,38.573,1.562,32,glass,0.1,9.9397,0,solar_suspected,0.0,9.9397,
23.5,1.3,1.9000000000000001,39.019,1.584,19,glass,0.1,10.4568,0,solar_suspected,0.0,10.4568,
23.5,1.5,-0.30000000000000004,36.645,1.384,66,concrete,0.65,7.7043,1,,0.0,7.7043,sud_opaque_no_correction
23.5,1.5,1.7000000000000002,39.097,1.33,31,glass,0.1,10.5472,0,solar_suspected,0.0,10.5472,sud_opaque_no_correction
23.5,1.5,1.9000000000000001,38.971,1.505,24,glass,0.1,10.4012,0,solar_suspected,0.0,10.4012,sud_opaque_no_correction
23.5,1.7000000000000002,-0.30000000000000004,36.299,1.446,68,concrete,0.65,7.3032,1,,0.0,7.3032,sud_opaque_no_correction
23.5,1.7000000000000002,1.7000000000000002,38.809,1.074,29,glass,0.1,10.2133,0,solar_suspected,0.0,10.2133,sud_opaque_no_correction
23.5,1.7000000000000002,1.9000000000000001,38.909,1.656,20,glass,0.1,10.3293,0,solar_suspected,0.0,10.3293,sud_opaque_no_correction
23.700000000000003,-0.5,-0.30000000000000004,35.621,1.208,154,glass,0.1,6.5171,1,,0.0,6.5171,
23.700000000000003,-0.5,-0.1,35.032,0.836,38,glass,0.1,5.8342,1,,0.0,5.8342,
23.700000000000003,-0.5,0.1,34.892,0.368,23,glass,0.1,5.6719,1,,0.0,5.6719,
23.700000000000003,-0.5,0.30000000000000004,35.523,0.559,26,glass,0.1,6.4035,1,,0.0,6.4035,
23.700000000000003,-0.5,0.5,36.221,1.06,21,glass,0.1,7.2128,1,,0.0,7.2128,
23.700000000000003,-0.5,0.7000000000000001,36.518,0.872,15,glass,0.1,7.5571,1,,0.0,7.5571,
23.700000000000003,-0.5,0.9,37.121,1.18,34,glass,0.1,8.2562,0,solar_suspected,0.0,8.2562,
23.700000000000003,-0.5,1.1,37.551,1.532,36,glass,0.1,8.7548,0,solar_suspected,0.0,8.7548,
23.700000000000003,-0.5,1.3,38.056,1.069,24,glass,0.1,9.3403,0,solar_suspected,0.0,9.3403,
23.700000000000003,-0.5,1.5,38.587,1.092,4,glass,0.1,9.9559,0,solar_suspected,0.0,9.9559,
23.700000000000003,-0.5,1.7000000000000002,36.572,1.755,68,glass,0.1,7.6197,1,,0.0,7.6197,
23.700000000000003,-0.5,1.9000000000000001,39.522,0.401,2,glass,0.1,11.04,0,solar_suspected,0.0,11.04,
23.700000000000003,-0.30000000000000004,-0.30000000000000004,36.006,1.059,142,concrete,0.65,6.9635,1,,0.0,6.9635,
23.700000000000003,-0.30000000000000004,1.7000000000000002,37.286,1.99,30,glass,0.1,8.4475,0,solar_suspected,0.0,8.4475,
23.700000000000003,-0.30000000000000004,1.9000000000000001,36.728,0.0,1,glass,0.1,7.8006,1,,0.0,7.8006,
23.700000000000003,-0.1,-0.30000000000000004,36.216,1.019,78,concrete,0.65,7.207,1,,0.0,7.207,
23.700000000000003,-0.1,1.7000000000000002,37.042,2.092,19,glass,0.1,8.1646,0,solar_suspected,0.0,8.1646,
23.700000000000003,-0.1,1.9000000000000001,36.261,0.466,2,glass,0.1,7.2591,1,,0.0,7.2591,
23.700000000000003,0.1,-0.30000000000000004,36.283,0.954,84,concrete,0.65,7.2846,1,,0.0,7.2846,
23.700000000000003,0.1,1.7000000000000002,37.091,1.96,23,glass,0.1,8.2214,0,solar_suspected,0.0,8.2214,
23.700000000000003,0.1,1.9000000000000001,40.25,0.0,1,glass,0.1,11.8841,0,solar_suspected,0.0,11.8841,
23.700000000000003,0.30000000000000004,-0.30000000000000004,36.692,0.621,87,concrete,0.65,7.7588,1,,0.0,7.7588,
23.700000000000003,0.30000000000000004,1.7000000000000002,37.81,1.585,29,glass,0.1,9.0551,0,solar_suspected,0.0,9.0551,
23.700000000000003,0.30000000000000004,1.9000000000000001,40.115,0.0,1,fabric,0.6,11.7275,0,implausible,0.0,11.7275,
23.700000000000003,0.5,-0.30000000000000004,36.803,0.635,107,concrete,0.65,7.8875,1,,0.0,7.8875,
23.700000000000003,0.5,1.7000000000000002,37.764,1.402,18,glass,0.1,9.0017,0,solar_suspected,0.0,9.0017,
23.700000000000003,0.5,1.9000000000000001,38.171,1.575,7,glass,0.1,9.4736,0,solar_suspected,0.0,9.4736,
23.700000000000003,0.7000000000000001,-0.30000000000000004,36.829,0.852,82,concrete,0.65,7.9177,1,,0.0,7.9177,
23.700000000000003,0.7000000000000001,1.7000000000000002,38.607,1.144,15,glass,0.1,9.9791,0,solar_suspected,0.0,9.9791,
23.700000000000003,0.7000000000000001,1.9000000000000001,37.797,1.52,12,glass,0.1,9.04,0,solar_suspected,0.0,9.04,
23.700000000000003,0.9,-0.30000000000000004,36.853,1.044,103,concrete,0.65,7.9455,1,,0.0,7.9455,
23.700000000000003,0.9,1.7000000000000002,38.664,1.356,14,glass,0.1,10.0452,0,solar_suspected,0.0,10.0452,
23.700000000000003,0.9,1.9000000000000001,37.894,1.53,13,glass,0.1,9.1525,0,solar_suspected,0.0,9.1525,
23.700000000000003,1.1,-0.30000000000000004,36.779,1.105,94,concrete,0.65,7.8597,1,,0.0,7.8597,
23.700000000000003,1.1,1.7000000000000002,38.013,1.05,20,glass,0.1,9.2904,0,solar_suspected,0.0,9.2904,
23.700000000000003,1.1,1.9000000000000001,38.538,1.56,8,glass,0.1,9.8991,0,solar_suspected,0.0,9.8991,
23.700000000000003,1.3,-0.30000000000000004,36.869,0.965,111,glass,0.1,7.9641,1,,0.0,7.9641,
23.700000000000003,1.3,1.7000000000000002,38.207,1.081,20,glass,0.1,9.5154,0,solar_suspected,0.0,9.5154,
23.700000000000003,1.3,1.9000000000000001,39.025,1.446,13,glass,0.1,10.4638,0,solar_suspected,0.0,10.4638,
23.700000000000003,1.5,-0.30000000000000004,36.484,1.233,109,concrete,0.65,7.5177,1,,0.0,7.5177,sud_opaque_no_correction
23.700000000000003,1.5,1.7000000000000002,38.026,1.323,19,glass,0.1,9.3055,0,solar_suspected,0.0,9.3055,sud_opaque_no_correction
23.700000000000003,1.5,1.9000000000000001,38.28,1.481,14,glass,0.1,9.6,0,solar_suspected,0.0,9.6,sud_opaque_no_correction
23.700000000000003,1.7000000000000002,-0.30000000000000004,36.313,1.379,106,concrete,0.65,7.3194,1,,0.0,7.3194,sud_opaque_no_correction
23.700000000000003,1.7000000000000002,0.9,36.674,0.0,1,glass,0.1,7.738,1,,0.0,7.738,sud_opaque_no_correction
23.700000000000003,1.7000000000000002,1.7000000000000002,37.882,1.252,20,glass,0.1,9.1386,0,solar_suspected,0.0,9.1386,sud_opaque_no_correction
23.700000000000003,1.7000000000000002,1.9000000000000001,38.125,1.217,15,glass,0.1,9.4203,0,solar_suspected,0.0,9.4203,sud_opaque_no_correction
23.900000000000002,-0.5,-0.30000000000000004,35.479,1.188,200,glass,0.1,6.3525,1,,0.0,6.3525,
23.900000000000002,-0.5,-0.1,35.249,1.044,68,glass,0.1,6.0858,1,,0.0,6.0858,
23.900000000000002,-0.5,0.1,36.11,1.347,45,glass,0.1,7.0841,1,,0.0,7.0841,
23.900000000000002,-0.5,0.30000000000000004,36.265,1.287,40,glass,0.1,7.2638,1,,0.0,7.2638,
23.900000000000002,-0.5,0.5,36.615,1.293,34,glass,0.1,7.6696,1,,0.0,7.6696,
23.900000000000002,-0.5,0.7000000000000001,36.941,1.243,37,glass,0.1,8.0475,0,solar_suspected,0.0,8.0475,
23.900000000000002,-0.5,0.9,37.323,1.317,45,glass,0.1,8.4904,0,solar_suspected,0.0,8.4904,
23.900000000000002,-0.5,1.1,37.224,1.305,59,glass,0.1,8.3757,0,solar_suspected,0.0,8.3757,
23.900000000000002,-0.5,1.3,38.305,1.264,35,glass,0.1,9.629,0,solar_suspected,0.0,9.629,
23.900000000000002,-0.5,1.5,39.02,0.993,18,glass,0.1,10.458,0,solar_suspected,0.0,10.458,
23.900000000000002,-0.5,1.7000000000000002,36.675,1.607,140,glass,0.1,7.7391,1,,0.0,7.7391,
23.900000000000002,-0.30000000000000004,-0.30000000000000004,35.679,1.178,212,glass,0.1,6.5843,1,,0.0,6.5843,
23.900000000000002,-0.30000000000000004,-0.1,35.227,0.668,5,glass,0.1,6.0603,1,,0.0,6.0603,
23.900000000000002,-0.30000000000000004,0.5,36.821,0.0,1,glass,0.1,7.9084,1,,0.0,7.9084,
23.900000000000002,-0.30000000000000004,0.7000000000000001,37.283,1.45,6,glass,0.1,8.4441,0,solar_suspected,0.0,8.4441,
