x,y,z,t_mean_c,t_std_c,n_obs,material,solar_absorptance,u_value_w_m2k,plausible,flag_reason
11.5,-0.5,0.9,35.886,0.552,111,glass,0.1,6.8243,1,
11.5,-0.5,1.1,36.022,0.473,118,glass,0.1,6.982,1,
11.5,-0.5,1.3,36.209,0.838,87,paint,0.6,7.1988,1,
11.5,-0.5,1.5,36.546,1.042,103,paint,0.6,7.5896,1,
11.5,-0.5,1.7000000000000002,36.233,1.235,43,paint,0.6,7.2267,1,
11.5,-0.30000000000000004,-0.30000000000000004,35.243,0.683,190,concrete,0.65,6.0788,1,
11.5,-0.1,-0.30000000000000004,35.88,0.923,168,concrete,0.65,6.8174,1,
11.5,0.1,-0.30000000000000004,36.05,1.144,158,concrete,0.65,7.0145,1,
11.5,0.30000000000000004,-0.30000000000000004,36.459,0.838,169,concrete,0.65,7.4887,1,
11.5,0.5,-0.30000000000000004,36.601,0.796,193,concrete,0.65,7.6533,1,
11.5,0.7000000000000001,-0.30000000000000004,36.32,0.84,174,concrete,0.65,7.3275,1,
11.5,0.9,-0.30000000000000004,35.55,0.867,167,concrete,0.65,6.4348,1,
11.5,1.1,-0.30000000000000004,34.898,0.592,147,concrete,0.65,5.6788,1,
11.5,1.3,-0.30000000000000004,34.909,0.454,186,concrete,0.65,5.6916,1,
11.5,1.5,-0.30000000000000004,34.819,0.316,143,concrete,0.65,5.5872,1,
11.5,1.7000000000000002,-0.30000000000000004,34.783,0.247,175,concrete,0.65,5.5455,1,
11.5,1.7000000000000002,-0.1,34.53,0.259,472,concrete,0.65,5.2522,1,
11.5,1.7000000000000002,0.1,34.322,0.208,113,paint,0.6,5.011,1,
11.5,1.7000000000000002,0.30000000000000004,34.732,0.277,75,paint,0.6,5.4864,1,
11.5,1.7000000000000002,0.5,35.365,0.398,75,paint,0.6,6.2203,1,
11.5,1.7000000000000002,0.7000000000000001,35.698,0.427,142,paint,0.6,6.6064,1,
11.5,1.7000000000000002,0.9,35.802,0.412,180,paint,0.6,6.727,1,
11.5,1.7000000000000002,1.1,36.094,0.441,358,paint,0.6,7.0655,1,
11.5,1.7000000000000002,1.3,36.678,0.775,327,paint,0.6,7.7426,1,
11.5,1.7000000000000002,1.5,37.141,1.058,312,paint,0.6,8.2794,0,solar_possible
11.5,1.7000000000000002,1.7000000000000002,37.362,1.184,124,paint,0.6,8.5357,0,solar_possible
11.5,1.7000000000000002,1.9000000000000001,36.972,1.224,6,paint,0.6,8.0835,0,solar_possible
11.5,1.9000000000000001,1.1,36.18,0.425,47,paint,0.6,7.1652,1,
11.5,1.9000000000000001,1.3,36.418,0.586,122,paint,0.6,7.4412,1,
11.5,1.9000000000000001,1.5,37.233,1.047,62,paint,0.6,8.3861,0,solar_possible
11.5,1.9000000000000001,1.7000000000000002,37.748,0.847,29,paint,0.6,8.9832,0,solar_possible
11.5,2.1,1.3,36.37,0.471,109,paint,0.6,7.3855,1,
11.5,2.1,1.5,37.058,0.579,122,paint,0.6,8.1832,0,solar_possible
11.5,2.1,1.7000000000000002,38.571,0.385,8,glass,0.1,9.9374,0,solar_suspected
11.5,2.3000000000000003,1.3,36.356,0.024,2,glass,0.1,7.3693,1,
11.5,2.3000000000000003,1.5,36.822,0.393,6,glass,0.1,7.9096,1,
11.5,2.3000000000000003,1.7000000000000002,37.257,0.0,1,steel_oxidized,0.8,8.4139,0,implausible
11.700000000000001,-1.3,1.7000000000000002,35.953,0.535,55,glass,0.1,6.902,1,
11.700000000000001,-1.1,1.7000000000000002,36.658,0.522,19,painted_metal,0.65,7.7194,1,
11.700000000000001,-1.1,1.9000000000000001,36.957,0.652,6,painted_metal,0.65,8.0661,0,solar_suspected
11.700000000000001,-0.9,1.3,35.975,0.324,2,painted_metal,0.65,6.9275,1,
11.700000000000001,-0.9,1.5,37.018,0.49,2,asphalt,0.9,8.1368,0,implausible
11.700000000000001,-0.5,-0.30000000000000004,35.037,0.433,275,concrete,0.65,5.84,1,
11.700000000000001,-0.5,-0.1,34.933,0.349,240,concrete,0.65,5.7194,1,
11.700000000000001,-0.5,0.1,34.934,0.324,49,paint,0.6,5.7206,1,
11.700000000000001,-0.5,0.30000000000000004,35.69,0.362,33,paint,0.6,6.5971,1,
11.700000000000001,-0.5,0.5,36.1,0.343,29,paint,0.6,7.0725,1,
11.700000000000001,-0.5,0.7000000000000001,36.061,0.627,104,glass,0.1,7.0272,1,
11.700000000000001,-0.5,0.9,36.007,0.589,87,glass,0.1,6.9646,1,
11.700000000000001,-0.5,1.1,35.995,0.634,53,glass,0.1,6.9507,1,
11.700000000000001,-0.5,1.3,36.112,0.847,41,paint,0.6,7.0864,1,
11.700000000000001,-0.5,1.5,35.807,0.86,28,paint,0.6,6.7328,1,
11.700000000000001,-0.5,1.7000000000000002,35.484,0.983,39,paint,0.6,6.3583,1,
11.700000000000001,-0.5,1.9000000000000001,36.119,1.41,5,paint,0.6,7.0945,1,
11.700000000000001,-0.30000000000000004,-0.30000000000000004,35.37,0.667,203,concrete,0.65,6.2261,1,
11.700000000000001,-0.1,-0.30000000000000004,35.897,0.911,194,concrete,0.65,6.8371,1,
11.700000000000001,0.1,-0.30000000000000004,36.383,0.939,171,concrete,0.65,7.4006,1,
11.700000000000001,0.30000000000000004,-0.30000000000000004,36.646,0.843,160,concrete,0.65,7.7055,1,
11.700000000000001,0.5,-0.30000000000000004,36.678,0.797,147,concrete,0.65,7.7426,1,
11.700000000000001,0.7000000000000001,-0.30000000000000004,36.369,0.924,122,concrete,0.65,7.3843,1,
11.700000000000001,0.9,-0.30000000000000004,35.59,0.753,107,concrete,0.65,6.4812,1,
11.700000000000001,1.1,-0.30000000000000004,35.116,0.491,133,concrete,0.65,5.9316,1,
11.700000000000001,1.1,1.9000000000000001,34.898,0.068,2,paint,0.6,5.6788,1,
11.700000000000001,1.3,-0.30000000000000004,34.901,0.368,127,concrete,0.65,5.6823,1,
11.700000000000001,1.3,1.9000000000000001,34.98,0.087,4,paint,0.6,5.7739,1,
11.700000000000001,1.5,-0.30000000000000004,34.767,0.34,111,concrete,0.65,5.527,1,
11.700000000000001,1.5,1.9000000000000001,34.956,0.22,11,paint,0.6,5.7461,1,
11.700000000000001,1.7000000000000002,-0.30000000000000004,34.791,0.268,137,concrete,0.65,5.5548,1,
11.700000000000001,1.7000000000000002,-0.1,34.513,0.262,509,concrete,0.65,5.2325,1,
11.700000000000001,1.7000000000000002,0.1,34.346,0.225,184,paint,0.6,5.0388,1,
11.700000000000001,1.7000000000000002,0.30000000000000004,34.729,0.274,151,paint,0.6,5.4829,1,
11.700000000000001,1.7000000000000002,0.5,35.325,0.415,146,paint,0.6,6.1739,1,
11.700000000000001,1.7000000000000002,0.7000000000000001,35.688,0.42,186,paint,0.6,6.5948,1,
11.700000000000001,1.7000000000000002,0.9,35.817,0.433,144,paint,0.6,6.7443,1,
11.700000000000001,1.7000000000000002,1.1,36.014,0.409,109,paint,0.6,6.9728,1,
11.700000000000001,1.7000000000000002,1.3,36.429,0.799,77,paint,0.6,7.4539,1,
11.700000000000001,1.7000000000000002,1.5,36.924,1.049,61,paint,0.6,8.0278,0,solar_possible
11.700000000000001,1.7000000000000002,1.7000000000000002,37.172,1.011,41,paint,0.6,8.3154,0,solar_possible
11.700000000000001,1.7000000000000002,1.9000000000000001,36.66,1.048,22,paint,0.6,7.7217,1,
11.700000000000001,1.9000000000000001,1.5,37.008,0.148,2,paint,0.6,8.1252,0,solar_possible
11.700000000000001,1.9000000000000001,1.7000000000000002,38.514,0.0,1,paint,0.6,9.8713,0,solar_possible
11.700000000000001,1.9000000000000001,1.9000000000000001,38.64,0.639,3,paint,0.6,10.0174,0,solar_possible
11.700000000000001,2.1,1.3,36.079,0.417,11,paint,0.6,7.0481,1,
11.700000000000001,2.1,1.5,36.53,0.454,13,paint,0.6,7.571,1,
11.700000000000001,2.1,1.7000000000000002,38.223,0.0,1,paint,0.6,9.5339,0,solar_possible
11.700000000000001,2.3000000000000003,1.5,36.275,0.0,1,glass,0.1,7.2754,1,
11.9,-0.5,-0.30000000000000004,35.156,0.505,166,concrete,0.65,5.978,1,
11.9,-0.5,-0.1,34.975,0.317,176,concrete,0.65,5.7681,1,
11.9,-0.5,0.1,34.999,0.246,57,paint,0.6,5.7959,1,
11.9,-0.5,0.30000000000000004,35.615,0.436,44,paint,0.6,6.5101,1,
11.9,-0.5,0.5,35.974,0.482,39,paint,0.6,6.9264,1,
11.9,-0.5,0.7000000000000001,35.979,0.625,89,glass,0.1,6.9322,1,
11.9,-0.5,0.9,35.984,0.642,112,glass,0.1,6.938,1,
11.9,-0.5,1.1,35.695,0.494,69,glass,0.1,6.6029,1,
11.9,-0.5,1.3,35.773,0.888,62,paint,0.6,6.6933,1,
11.9,-0.5,1.5,35.446,0.87,59,paint,0.6,6.3142,1,
11.9,-0.5,1.7000000000000002,35.495,0.983,20,paint,0.6,6.371,1,
11.9,-0.5,1.9000000000000001,34.412,0.534,24,paint,0.6,5.1154,1,
11.9,-0.30000000000000004,-0.30000000000000004,35.275,0.664,124,concrete,0.65,6.1159,1,
11.9,-0.30000000000000004,1.9000000000000001,34.636,0.321,25,paint,0.6,5.3751,1,
11.9,-0.1,-0.30000000000000004,36.003,0.827,124,concrete,0.65,6.96,1,
11.9,-0.1,1.9000000000000001,34.9,0.193,23,paint,0.6,5.6812,1,
11.9,0.1,-0.30000000000000004,36.325,0.895,112,concrete,0.65,7.3333,1,
11.9,0.1,1.9000000000000001,35.117,0.237,27,paint,0.6,5.9328,1,
11.9,0.30000000000000004,-0.30000000000000004,36.277,1.059,114,concrete,0.65,7.2777,1,
11.9,0.30000000000000004,1.9000000000000001,35.185,0.192,26,paint,0.6,6.0116,1,
11.9,0.5,-0.30000000000000004,36.486,0.881,129,concrete,0.65,7.52,1,
11.9,0.5,1.9000000000000001,35.238,0.218,28,paint,0.6,6.073,1,
11.9,0.7000000000000001,-0.30000000000000004,36.407,0.701,130,concrete,0.65,7.4284,1,
11.9,0.7000000000000001,1.9000000000000001,35.03,0.221,26,paint,0.6,5.8319,1,
11.9,0.9,-0.30000000000000004,35.672,0.739,129,concrete,0.65,6.5762,1,
11.9,0.9,1.9000000000000001,34.768,0.257,29,paint,0.6,5.5281,1,
11.9,1.1,-0.30000000000000004,35.178,0.478,108,concrete,0.65,6.0035,1,
11.9,1.1,1.9000000000000001,34.469,0.189,31,paint,0.6,5.1814,1,
11.9,1.3,-0.30000000000000004,35.035,0.438,78,concrete,0.65,5.8377,1,
11.9,1.3,1.9000000000000001,34.619,0.199,31,paint,0.6,5.3554,1,
11.9,1.5,-0.30000000000000004,34.754,0.414,68,concrete,0.65,5.5119,1,
11.9,1.5,1.9000000000000001,34.768,0.18,30,paint,0.6,5.5281,1,
11.9,1.7000000000000002,-0.30000000000000004,34.625,0.225,67,concrete,0.65,5.3623,1,
11.9,1.7000000000000002,-0.1,34.548,0.281,222,concrete,0.65,5.273,1,
11.9,1.7000000000000002,0.1,34.329,0.263,96,paint,0.6,5.0191,1,
11.9,1.7000000000000002,0.30000000000000004,34.725,0.312,84,paint,0.6,5.4783,1,
11.9,1.7000000000000002,0.5,35.372,0.465,77,paint,0.6,6.2284,1,
11.9,1.7000000000000002,0.7000000000000001,35.627,0.535,98,paint,0.6,6.5241,1,
11.9,1.7000000000000002,0.9,35.804,0.516,93,paint,0.6,6.7293,1,
11.9,1.7000000000000002,1.1,36.073,0.377,60,paint,0.6,7.0412,1,
11.9,1.7000000000000002,1.3,36.365,0.86,51,paint,0.6,7.3797,1,
11.9,1.7000000000000002,1.5,36.381,1.022,51,paint,0.6,7.3983,1,
11.9,1.7000000000000002,1.7000000000000002,36.579,1.086,31,paint,0.6,7.6278,1,
11.9,1.7000000000000002,1.9000000000000001,36.376,1.148,12,paint,0.6,7.3925,1,
11.9,1.9000000000000001,1.7000000000000002,36.239,0.0,1,paint,0.6,7.2336,1,
11.9,1.9000000000000001,1.9000000000000001,38.75,0.526,4,paint,0.6,10.1449,0,solar_possible
12.100000000000001,-0.5,-0.30000000000000004,35.102,0.491,90,concrete,0.65,5.9154,1,
12.100000000000001,-0.5,-0.1,34.764,0.362,2,concrete,0.65,5.5235,1,
12.100000000000001,-0.5,0.1,34.86,0.208,3,paint,0.6,5.6348,1,
12.100000000000001,-0.5,0.5,35.943,0.519,2,paint,0.6,6.8904,1,
12.100000000000001,-0.5,0.7000000000000001,36.179,0.62,2,paint,0.6,7.1641,1,
12.100000000000001,-0.5,0.9,35.628,0.0,1,glass,0.1,6.5252,1,
12.100000000000001,-0.5,1.7000000000000002,34.592,0.0,1,glass,0.1,5.3241,1,
12.100000000000001,-0.5,1.9000000000000001,34.389,0.391,19,paint,0.6,5.0887,1,
12.100000000000001,-0.30000000000000004,-0.30000000000000004,35.286,0.643,148,concrete,0.65,6.1287,1,
12.100000000000001,-0.30000000000000004,1.9000000000000001,34.677,0.39,24,paint,0.6,5.4226,1,
12.100000000000001,-0.1,-0.30000000000000004,35.837,0.803,152,concrete,0.65,6.7675,1,
12.100000000000001,-0.1,1.9000000000000001,34.962,0.235,18,paint,0.6,5.753,1,
12.100000000000001,0.1,-0.30000000000000004,36.323,0.949,132,concrete,0.65,7.331,1,
12.100000000000001,0.1,1.9000000000000001,35.085,0.315,22,paint,0.6,5.8957,1,
12.100000000000001,0.30000000000000004,-0.30000000000000004,36.393,0.979,146,concrete,0.65,7.4122,1,
12.100000000000001,0.30000000000000004,1.9000000000000001,35.24,0.301,22,paint,0.6,6.0754,1,
12.100000000000001,0.5,-0.30000000000000004,36.58,0.88,135,concrete,0.65,7.629,1,
12.100000000000001,0.5,1.9000000000000001,35.304,0.182,21,paint,0.6,6.1496,1,
12.100000000000001,0.7000000000000001,-0.30000000000000004,36.307,0.849,139,concrete,0.65,7.3125,1,
12.100000000000001,0.7000000000000001,1.9000000000000001,35.051,0.264,27,paint,0.6,5.8562,1,
12.100000000000001,0.9,-0.30000000000000004,35.56,0.729,148,concrete,0.65,6.4464,1,
12.100000000000001,0.9,1.9000000000000001,34.919,0.299,28,paint,0.6,5.7032,1,
12.100000000000001,1.1,-0.30000000000000004,35.009,0.625,122,concrete,0.65,5.8075,1,
12.100000000000001,1.1,1.9000000000000001,34.656,0.45,39,paint,0.6,5.3983,1,
12.100000000000001,1.3,-0.30000000000000004,34.929,0.464,106,concrete,0.65,5.7148,1,
12.100000000000001,1.3,1.9000000000000001,35.125,1.732,53,paint,0.6,5.942,1,
12.100000000000001,1.5,-0.30000000000000004,34.516,0.427,106,concrete,0.65,5.2359,1,
12.100000000000001,1.5,1.9000000000000001,34.74,0.498,57,paint,0.6,5.4957,1,
12.100000000000001,1.7000000000000002,-0.30000000000000004,34.627,0.314,84,concrete,0.65,5.3646,1,
12.100000000000001,1.7000000000000002,-0.1,34.27,0.17,11,concrete,0.65,4.9507,1,
12.100000000000001,1.7000000000000002,0.1,34.308,0.112,3,paint,0.6,4.9948,1,
12.100000000000001,1.7000000000000002,0.30000000000000004,34.645,0.106,2,paint,0.6,5.3855,1,
12.100000000000001,1.7000000000000002,0.7000000000000001,35.861,0.221,4,paint,0.6,6.7954,1,
12.100000000000001,1.7000000000000002,1.9000000000000001,36.238,1.0,30,paint,0.6,7.2325,1,
12.100000000000001,1.9000000000000001,1.7000000000000002,38.6,0.0,1,paint,0.6,9.971,0,solar_possible
12.100000000000001,1.9000000000000001,1.9000000000000001,38.685,0.501,4,paint,0.6,10.0696,0,solar_possible
12.100000000000001,2.1,1.9000000000000001,37.671,0.0,1,paint,0.6,8.8939,0,solar_possible
12.3,-0.7000000000000001,-0.30000000000000004,34.404,0.028,2,concrete,0.65,5.1061,1,
12.3,-0.5,-0.30000000000000004,34.853,0.405,127,concrete,0.65,5.6267,1,
12.3,-0.5,1.9000000000000001,34.385,0.555,47,paint,0.6,5.0841,1,
12.3,-0.30000000000000004,-0.30000000000000004,35.112,0.498,131,concrete,0.65,5.927,1,
12.3,-0.30000000000000004,1.9000000000000001,34.673,0.492,57,paint,0.6,5.418,1,
12.3,-0.1,-0.30000000000000004,35.613,0.773,117,concrete,0.65,6.5078,1,
12.3,-0.1,1.9000000000000001,34.839,0.367,57,paint,0.6,5.6104,1,
12.3,0.1,-0.30000000000000004,36.02,0.96,139,concrete,0.65,6.9797,1,
12.3,0.1,1.9000000000000001,34.829,0.429,53,paint,0.6,5.5988,1,
12.3,0.30000000000000004,-0.30000000000000004,35.984,1.056,122,concrete,0.65,6.938,1,
12.3,0.30000000000000004,1.9000000000000001,34.959,0.527,58,paint,0.6,5.7496,1,
12.3,0.5,-0.30000000000000004,36.416,0.908,112,concrete,0.65,7.4388,1,
12.3,0.5,1.9000000000000001,35.016,0.512,62,paint,0.6,5.8157,1,
12.3,0.7000000000000001,-0.30000000000000004,36.183,0.785,107,concrete,0.65,7.1687,1,
12.3,0.7000000000000001,1.9000000000000001,34.9,0.451,63,paint,0.6,5.6812,1,
12.3,0.9,-0.30000000000000004,35.946,0.656,107,concrete,0.65,6.8939,1,
12.3,0.9,1.9000000000000001,34.835,0.489,60,paint,0.6,5.6058,1,
12.3,1.1,-0.30000000000000004,35.147,0.68,104,concrete,0.65,5.9675,1,
12.3,1.1,1.9000000000000001,34.818,0.606,48,paint,0.6,5.5861,1,
12.3,1.3,-0.30000000000000004,34.89,0.459,128,concrete,0.65,5.6696,1,
12.3,1.3,1.9000000000000001,34.728,0.558,31,paint,0.6,5.4817,1,
12.3,1.5,-0.30000000000000004,34.648,0.43,166,concrete,0.65,5.389,1,
12.3,1.5,1.9000000000000001,34.862,0.587,38,paint,0.6,5.6371,1,
12.3,1.7000000000000002,-0.30000000000000004,34.588,0.347,158,concrete,0.65,5.3194,1,
12.3,1.7000000000000002,1.9000000000000001,36.073,0.976,31,paint,0.6,7.0412,1,
12.3,1.9000000000000001,-0.30000000000000004,34.693,0.212,21,concrete,0.65,5.4412,1,
12.3,1.9000000000000001,-0.1,34.338,0.095,2,concrete,0.65,5.0296,1,
12.3,1.9000000000000001,0.1,34.097,0.0,1,paint,0.6,4.7501,1,
12.3,1.9000000000000001,0.5,35.283,0.29,2,paint,0.6,6.1252,1,
12.3,1.9000000000000001,0.7000000000000001,36.047,0.0,1,paint,0.6,7.011,1,
12.3,1.9000000000000001,1.9000000000000001,37.871,0.014,2,glass,0.1,9.1258,0,solar_suspected
12.3,2.1,1.9000000000000001,38.023,0.223,5,paint,0.6,9.302,0,solar_possible
12.5,-0.7000000000000001,-0.30000000000000004,34.712,0.339,4,concrete,0.65,5.4632,1,
12.5,-0.7000000000000001,-0.1,34.75,0.0,1,concrete,0.65,5.5072,1,
12.5,-0.5,-0.30000000000000004,35.094,0.386,125,concrete,0.65,5.9061,1,
12.5,-0.5,1.9000000000000001,34.019,0.342,36,paint,0.6,4.6597,1,
12.5,-0.30000000000000004,-0.30000000000000004,35.278,0.62,129,concrete,0.65,6.1194,1,
12.5,-0.30000000000000004,1.9000000000000001,34.401,0.317,36,paint,0.6,5.1026,1,
12.5,-0.1,-0.30000000000000004,35.86,0.744,123,concrete,0.65,6.7942,1,
12.5,-0.1,1.9000000000000001,34.653,0.37,38,paint,0.6,5.3948,1,
12.5,0.1,-0.30000000000000004,36.092,0.85,131,concrete,0.65,7.0632,1,
12.5,0.1,1.9000000000000001,34.69,0.383,40,paint,0.6,5.4377,1,
12.5,0.30000000000000004,-0.30000000000000004,36.01,1.106,103,concrete,0.65,6.9681,1,
12.5,0.30000000000000004,1.9000000000000001,34.752,0.367,37,paint,0.6,5.5096,1,
12.5,0.5,-0.30000000000000004,36.22,0.996,121,concrete,0.65,7.2116,1,
12.5,0.5,1.9000000000000001,34.849,0.506,33,paint,0.6,5.622,1,
12.5,0.7000000000000001,-0.30000000000000004,36.257,0.747,111,concrete,0.65,7.2545,1,
12.5,0.7000000000000001,1.9000000000000001,34.934,0.521,36,paint,0.6,5.7206,1,
12.5,0.9,-0.30000000000000004,35.859,0.666,129,concrete,0.65,6.793,1,
12.5,0.9,1.9000000000000001,34.803,0.522,40,paint,0.6,5.5687,1,
12.5,1.1,-0.30000000000000004,35.206,0.653,165,concrete,0.65,6.0359,1,
12.5,1.1,1.9000000000000001,34.858,0.574,34,paint,0.6,5.6325,1,
12.5,1.3,-0.30000000000000004,34.994,0.491,161,concrete,0.65,5.7901,1,
12.5,1.3,1.9000000000000001,34.727,0.603,42,paint,0.6,5.4806,1,
12.5,1.5,-0.30000000000000004,34.78,0.429,139,concrete,0.65,5.542,1,
12.5,1.5,1.9000000000000001,34.883,0.765,37,paint,0.6,5.6614,1,
12.5,1.7000000000000002,-0.30000000000000004,34.599,0.341,165,concrete,0.65,5.3322,1,
12.5,1.7000000000000002,1.9000000000000001,35.962,1.197,21,paint,0.6,6.9125,1,
12.5,1.9000000000000001,-0.30000000000000004,34.535,0.227,40,concrete,0.65,5.258,1,
12.5,1.9000000000000001,-0.1,34.618,0.0,1,asphalt,0.9,5.3542,1,
12.5,1.9000000000000001,1.9000000000000001,36.246,0.0,1,paint,0.6,7.2417,1,
12.5,2.1,1.9000000000000001,38.316,0.504,6,paint,0.6,9.6417,0,solar_possible
12.700000000000001,-0.7000000000000001,-0.30000000000000004,34.933,0.254,13,concrete,0.65,5.7194,1,
12.700000000000001,-0.5,-0.30000000000000004,35.149,0.495,111,concrete,0.65,5.9699,1,
12.700000000000001,-0.5,1.9000000000000001,34.29,0.438,38,paint,0.6,4.9739,1,
12.700000000000001,-0.30000000000000004,-0.30000000000000004,35.264,0.543,143,concrete,0.65,6.1032,1,
12.700000000000001,-0.30000000000000004,1.9000000000000001,34.636,0.449,37,paint,0.6,5.3751,1,
12.700000000000001,-0.1,-0.30000000000000004,35.676,0.704,139,concrete,0.65,6.5809,1,
12.700000000000001,-0.1,1.9000000000000001,34.772,0.412,34,paint,0.6,5.5328,1,
12.700000000000001,0.1,-0.30000000000000004,36.08,1.002,147,concrete,0.65,7.0493,1,
12.700000000000001,0.1,1.9000000000000001,34.845,0.502,36,paint,0.6,5.6174,1,
12.700000000000001,0.30000000000000004,-0.30000000000000004,36.182,1.119,151,concrete,0.65,7.1675,1,
12.700000000000001,0.30000000000000004,1.9000000000000001,34.974,0.463,37,paint,0.6,5.767,1,
12.700000000000001,0.5,-0.30000000000000004,36.513,1.073,124,concrete,0.65,7.5513,1,
12.700000000000001,0.5,1.9000000000000001,35.045,0.492,37,paint,0.6,5.8493,1,
12.700000000000001,0.7000000000000001,-0.30000000000000004,36.478,0.739,154,concrete,0.65,7.5107,1,
12.700000000000001,0.7000000000000001,1.9000000000000001,35.05,0.414,35,paint,0.6,5.8551,1,
12.700000000000001,0.9,-0.30000000000000004,35.902,0.925,152,concrete,0.65,6.8429,1,
12.700000000000001,0.9,1.9000000000000001,34.822,0.375,31,paint,0.6,5.5907,1,
12.700000000000001,1.1,-0.30000000000000004,35.243,0.61,147,concrete,0.65,6.0788,1,
12.700000000000001,1.1,1.9000000000000001,34.711,0.424,32,paint,0.6,5.462,1,
12.700000000000001,1.3,-0.30000000000000004,35.053,0.508,166,concrete,0.65,5.8586,1,
12.700000000000001,1.3,1.9000000000000001,34.922,1.031,28,paint,0.6,5.7067,1,
12.700000000000001,1.5,-0.30000000000000004,34.851,0.443,166,concrete,0.65,5.6243,1,
12.700000000000001,1.5,1.9000000000000001,34.59,0.433,30,paint,0.6,5.3217,1,
12.700000000000001,1.7000000000000002,-0.30000000000000004,34.674,0.369,117,concrete,0.65,5.4191,1,
12.700000000000001,1.7000000000000002,1.9000000000000001,35.609,1.151,30,paint,0.6,6.5032,1,
12.700000000000001,1.9000000000000001,-0.30000000000000004,34.557,0.308,77,concrete,0.65,5.2835,1,
12.700000000000001,1.9000000000000001,0.1,34.481,0.0,1,paint,0.6,5.1954,1,
12.700000000000001,2.1,-0.30000000000000004,34.916,0.067,5,concrete,0.65,5.6997,1,
12.700000000000001,2.1,-0.1,34.705,0.127,10,asphalt,0.9,5.4551,1,
12.700000000000001,2.1,0.1,34.688,0.071,7,paint,0.6,5.4354,1,
12.700000000000001,2.1,0.30000000000000004,34.967,0.186,7,paint,0.6,5.7588,1,
12.700000000000001,2.1,0.5,35.556,0.241,7,paint,0.6,6.4417,1,
12.700000000000001,2.1,0.7000000000000001,35.664,0.234,4,concrete,0.65,6.567,1,
12.700000000000001,2.1,1.9000000000000001,36.815,1.163,4,paint,0.6,7.9014,1,
12.9,-0.7000000000000001,-0.30000000000000004,34.965,0.261,27,concrete,0.65,5.7565,1,
12.9,-0.7000000000000001,-0.1,35.758,0.0,1,steel_oxidized,0.8,6.6759,1,
12.9,-0.7000000000000001,1.9000000000000001,37.676,0.0,1,paint,0.6,8.8997,0,solar_possible
12.9,-0.5,-0.30000000000000004,35.121,0.401,146,concrete,0.65,5.9374,1,
12.9,-0.5,1.9000000000000001,34.717,0.659,32,paint,0.6,5.469,1,
12.9,-0.30000000000000004,-0.30000000000000004,35.212,0.434,187,concrete,0.65,6.0429,1,
12.9,-0.30000000000000004,1.9000000000000001,34.867,0.495,29,paint,0.6,5.6429,1,
12.9,-0.1,-0.30000000000000004,35.705,0.865,186,concrete,0.65,6.6145,1,
12.9,-0.1,1.9000000000000001,34.896,0.391,35,paint,0.6,5.6765,1,
12.9,0.1,-0.30000000000000004,36.207,1.04,219,concrete,0.65,7.1965,1,
12.9,0.1,1.9000000000000001,34.902,0.456,29,paint,0.6,5.6835,1,
12.9,0.30000000000000004,-0.30000000000000004,36.169,1.155,232,concrete,0.65,7.1525,1,
12.9,0.30000000000000004,1.9000000000000001,35.073,0.565,27,paint,0.6,5.8817,1,
12.9,0.5,-0.30000000000000004,36.501,1.074,237,concrete,0.65,7.5374,1,
12.9,0.5,1.9000000000000001,35.173,0.525,28,paint,0.6,5.9977,1,
12.9,0.7000000000000001,-0.30000000000000004,36.432,0.756,214,concrete,0.65,7.4574,1,
12.9,0.7000000000000001,1.9000000000000001,34.951,0.453,33,paint,0.6,5.7403,1,
12.9,0.9,-0.30000000000000004,36.085,0.723,217,concrete,0.65,7.0551,1,
12.9,0.9,1.9000000000000001,34.838,0.373,26,paint,0.6,5.6093,1,
12.9,1.1,-0.30000000000000004,35.338,0.645,217,concrete,0.65,6.189,1,
12.9,1.1,1.9000000000000001,34.844,0.468,31,paint,0.6,5.6162,1,
12.9,1.3,-0.30000000000000004,35.21,0.47,174,concrete,0.65,6.0406,1,
12.9,1.3,1.9000000000000001,34.736,0.531,34,paint,0.6,5.491,1,
12.9,1.5,-0.30000000000000004,34.766,0.445,145,concrete,0.65,5.5258,1,
12.9,1.5,1.9000000000000001,34.789,0.564,32,paint,0.6,5.5525,1,
12.9,1.7000000000000002,-0.30000000000000004,34.643,0.359,172,concrete,0.65,5.3832,1,
12.9,1.7000000000000002,1.9000000000000001,35.769,1.175,32,paint,0.6,6.6887,1,
12.9,1.9000000000000001,-0.30000000000000004,34.475,0.294,117,concrete,0.65,5.1884,1,
12.9,1.9000000000000001,-0.1,34.415,0.0,1,concrete,0.65,5.1188,1,
12.9,1.9000000000000001,0.5,34.871,0.0,1,paint,0.6,5.6475,1,
12.9,1.9000000000000001,1.9000000000000001,37.274,1.109,4,paint,0.6,8.4336,0,solar_possible
12.9,2.1,-0.30000000000000004,34.685,0.294,42,concrete,0.65,5.4319,1,
12.9,2.1,-0.1,34.522,0.297,153,paint,0.6,5.2429,1,
12.9,2.1,0.1,34.45,0.302,80,paint,0.6,5.1594,1,
12.9,2.1,0.30000000000000004,34.745,0.254,61,paint,0.6,5.5014,1,
12.9,2.1,0.5,35.276,0.35,64,paint,0.6,6.1171,1,
12.9,2.1,0.7000000000000001,35.576,0.445,74,paint,0.6,6.4649,1,
12.9,2.1,0.9,35.302,0.655,11,paint,0.6,6.1472,1,
